Premium,Power,Cylinder_capacity,Value_vehicle,N_doors,Length,Weight,Age,Driving_experience,FuelType_D,FuelType_P
719.75,109,1461,29775.0,5,4.393,1420,75,54,1,0
606.22,105,1895,19755.27,3,4.26,1250,59,41,0,1
367.07,143,1968,26300.0,4,4.661,1505,38,19,1,0
726.76,333,4398,85500.0,2,4.82,1615,47,22,0,1
380.88,116,2148,31698.16,4,4.748,1840,54,27,1,0
340.17,90,1998,17729.86,5,4.34,1370,60,38,1,0
347.78,165,2393,35160.0,4,4.795,1430,43,19,0,1
385.78,115,1910,18710.0,5,4.253,1320,39,20,1,0
378.6,85,1461,17850.0,5,3.986,1135,69,18,1,0
235.31,105,1598,20870.0,5,4.199,1239,37,16,1,0
424.44,109,2148,22092.2,5,4.748,1745,50,17,1,0
257.0,90,1997,18598.0,5,4.188,1200,37,15,1,0
379.99,100,1596,12561.15,5,4.174,1077,47,15,0,1
348.66,100,1896,23700.0,5,4.391,1498,46,26,1,0
802.58,190,1968,55736.15,5,4.663,1770,44,17,1,0
211.08,211,3175,29540.0,5,4.596,1473,65,12,0,1
359.99,115,1796,15037.32,4,4.29,1085,46,28,0,1
230.14,110,1997,22960.0,5,4.74,1425,75,37,1,0
643.13,115,1598,24140.0,5,4.391,1423,84,58,0,1
294.48,105,1896,20692.68,5,4.28,1405,49,25,1,0
415.75,140,1997,29950.0,5,4.315,1454,83,50,0,1
220.53,105,1590,17850.06,5,4.355,1260,49,30,0,1
341.86,110,1896,24130.64,5,4.152,1260,46,9,1,0
359.45,110,1896,21360.0,4,4.439,1286,49,28,1,0
254.7,105,1796,14742.83,4,4.29,1085,82,61,0,1
272.57,100,1995,18850.0,5,4.317,1560,52,20,1,0
298.55,100,1753,18010.0,5,4.174,1216,47,19,1,0
367.8,115,1753,20300.0,4,4.382,1253,43,8,1,0
271.7,110,1997,22885.0,5,4.618,1385,64,31,1,0
367.95,136,1997,26800.0,4,4.676,1580,43,25,1,0
289.09,218,2993,55600.0,5,4.667,2105,50,16,1,0
579.36,193,2793,40159.63,4,4.775,1575,58,39,0,1
289.22,90,1360,17600.0,5,4.26,1182,47,15,0,1
323.57,75,1896,18204.66,5,4.33,1045,58,36,1,0
305.67,75,1360,14792.0,5,3.85,1014,48,19,0,1
271.47,110,1896,23270.0,4,4.376,1208,49,19,1,0
332.22,110,1997,22890.0,5,4.522,1545,54,20,1,0
439.66,110,1896,21360.0,4,4.439,1286,35,15,1,0
245.24,77,1368,12045.01,3,4.03,1025,47,29,0,1
347.47,130,1896,33820.0,4,4.796,1435,64,44,1,0
310.8,100,1596,16550.0,4,4.382,1100,64,46,0,1
315.3,75,1361,14090.0,3,3.731,1065,57,37,0,1
216.78,80,1870,13310.0,5,3.71,1020,39,10,1,0
253.49,105,1896,17985.8,5,4.405,1410,44,24,1,0
256.55,125,1395,27303.95,5,4.486,1490,55,12,0,1
270.3,90,1905,18061.86,5,4.44,1545,52,33,1,0
216.78,90,1896,13021.5,5,3.815,1145,47,25,1,0
315.73,110,1870,20780.0,5,4.579,1380,47,22,1,0
241.31,90,1997,21372.0,5,4.618,1360,48,23,1,0
849.37,136,1598,27000.0,5,4.324,1290,53,17,0,1
380.44,110,1587,19260.0,2,3.822,1088,34,15,0,1
381.43,100,1896,23410.0,5,4.391,1498,46,19,1,0
267.47,90,1896,18342.89,4,4.675,1265,52,31,1,0
278.84,75,1781,11599.53,4,4.39,1060,56,35,0,1
380.79,90,1398,17660.0,5,4.021,1199,80,56,0,1
226.12,109,2148,24754.4,5,4.889,1800,51,29,1,0
550.71,194,1950,57500.0,4,4.923,1680,58,14,1,0
292.31,90,1905,16986.65,5,4.44,1405,67,33,1,0
351.75,190,2987,46400.0,4,4.852,1584,58,29,1,0
347.51,90,1364,15770.0,5,4.249,1165,56,20,0,1
377.71,128,2179,31000.0,5,4.719,1783,43,23,1,0
409.83,140,1968,25600.0,5,4.315,1400,42,23,1,0
302.9,95,1590,13553.42,3,3.642,1105,60,36,0,1
259.66,150,2295,33380.21,4,4.49,1410,52,33,0,1
220.63,115,1753,19090.0,5,4.342,1406,46,23,1,0
222.65,75,1598,12525.09,5,4.11,1150,69,32,0,1
334.25,115,1998,21000.0,4,4.731,1409,49,25,1,0
264.85,112,1991,25650.0,5,4.5,1720,54,31,1,0
229.0,90,2497,30531.41,4,4.755,1320,48,19,1,0
582.28,190,2698,43280.0,2,4.625,1550,35,10,1,0
303.14,110,1997,20950.0,5,4.44,1595,65,31,1,0
367.99,115,2463,23900.0,5,4.888,1757,53,22,1,0
207.8,90,1753,17180.0,5,4.174,1211,70,51,1,0
344.44,177,2685,44600.0,4,4.818,1590,68,50,1,0
269.55,110,1896,18740.9,5,4.33,1170,45,19,1,0
356.75,163,2497,45055.0,4,4.775,1605,58,36,1,0
287.37,116,1796,26937.0,2,4.025,1250,57,32,0,1
272.58,131,1870,24010.0,3,4.295,1320,45,19,1,0
219.03,105,1910,18205.0,5,4.159,1320,47,16,1,0
365.48,144,2902,29040.0,5,4.925,2003,56,30,1,0
76.32,143,2148,34700.0,4,4.526,1445,64,19,1,0
232.88,71,1868,12993.88,4,4.108,1191,54,36,1,0
281.8,110,1896,28542.06,4,4.479,1470,61,42,1,0
232.28,110,1997,22410.0,5,4.419,1421,48,19,1,0
311.9,138,1997,17950.0,3,3.822,1130,55,30,0,1
380.19,140,1968,32760.0,5,4.774,1532,56,38,1,0
374.13,100,1995,20400.0,4,4.596,1435,65,17,1,0
92.66,143,1993,23925.0,4,4.805,1460,37,16,0,1
357.47,140,1968,31610.0,4,4.586,1430,53,33,1,0
364.65,110,1896,22111.24,4,4.675,1375,61,40,1,0
297.18,84,2454,20546.39,3,4.05,1645,59,33,1,0
349.72,110,1896,16670.0,5,4.184,1259,47,19,1,0
300.67,273,5327,52100.0,5,5.052,2430,72,54,0,1
273.5,115,1731,22808.41,5,4.483,1395,54,33,0,1
338.58,120,1910,26490.0,4,4.596,1448,53,28,1,0
370.73,95,1997,20460.0,5,4.44,1595,51,29,1,0
373.46,140,1968,25690.0,3,4.214,1340,51,20,1,0
287.01,90,1560,17590.0,5,4.03,1197,77,29,1,0
287.77,100,1870,24160.0,5,4.576,1315,49,24,1,0
414.41,79,2299,15152.24,2,4.75,1435,51,22,1,0
337.66,150,2464,27845.0,2,5.313,1640,44,16,1,0
856.77,105,1995,33250.0,5,5.981,2176,61,24,1,0
302.77,75,1390,12140.44,5,3.995,1065,66,47,0,1
346.04,85,1229,13475.0,5,3.999,1085,58,38,0,1
371.11,105,1599,18250.0,3,4.395,1233,47,23,0,1
312.28,204,3222,55288.96,5,4.85,1870,46,28,1,0
296.37,105,1896,25860.0,3,4.214,1295,50,21,1,0
238.01,109,1587,21385.0,4,4.52,1340,46,27,0,1
304.33,90,1753,17110.0,5,4.555,1596,59,17,1,0
214.02,75,1360,11760.0,5,3.822,1025,54,36,0,1
283.19,116,2500,21654.47,5,5.0,1105,60,42,1,0
100.52,125,2172,22739.61,5,4.317,1475,52,22,1,0
221.62,170,2435,33952.0,5,4.72,1505,58,40,0,1
314.57,120,1870,25960.0,5,4.259,1430,62,35,1,0
407.34,90,1389,12771.51,3,3.921,1055,56,38,0,1
170.61,213,2967,80000.0,4,4.945,1610,51,28,0,1
303.84,109,1991,24580.0,5,3.883,1270,79,46,1,0
266.69,75,1390,15800.0,5,4.02,1090,50,31,0,1
291.42,110,2446,20758.36,5,5.005,1755,41,14,1,0
297.13,102,1493,16800.0,5,4.025,1295,78,48,1,0
1386.9,258,2993,83700.0,5,4.85,2115,66,48,1,0
310.18,92,1905,19586.98,5,4.712,1355,53,19,1,0
397.3,75,1753,16190.0,5,4.555,1397,55,37,1,0
467.86,90,1753,16894.45,4,4.48,1386,62,8,1,0
368.99,90,1896,24280.89,4,4.479,1315,52,22,1,0
243.3,122,2148,39650.0,4,4.818,1525,64,25,1,0
431.23,140,1968,28220.0,5,4.286,1380,35,16,1,0
925.83,150,1910,37960.0,4,4.68,1530,32,10,1,0
297.82,100,1910,21440.0,5,4.467,1538,59,38,1,0
308.03,92,1905,17633.7,5,4.44,1405,59,19,1,0
302.37,84,1598,15080.56,4,4.252,1120,57,17,0,1
295.58,76,2496,15836.67,5,4.616,1618,44,11,1,0
240.78,100,1390,11980.0,3,3.953,1049,37,17,0,1
396.39,108,2953,22894.57,4,6.28,2017,42,18,1,0
299.44,163,1995,35900.0,5,4.52,1505,44,22,1,0
357.93,130,2438,25753.37,3,4.75,1660,59,40,0,1
391.11,140,2435,26577.0,4,4.576,1430,56,21,0,1
281.27,114,1560,23970.0,5,4.275,1295,47,23,1,0
317.34,82,1995,14730.81,5,4.11,1280,50,25,1,0
371.15,75,1390,12520.0,5,3.897,1025,29,7,0,1
280.08,110,2953,20579.96,2,5.369,1585,73,49,1,0
310.01,140,1968,19373.68,5,4.415,1410,49,20,1,0
398.6,136,1951,28451.91,4,4.471,1450,52,28,1,0
266.05,116,1598,24810.0,2,4.476,1420,43,11,0,1
351.97,125,1781,21762.65,4,4.675,1350,66,24,0,1
270.96,75,1360,14510.0,5,3.85,1089,47,29,0,1
244.12,92,1905,26624.84,5,4.455,1640,73,54,1,0
108.91,100,1461,18795.0,5,4.209,1195,77,47,1,0
452.04,110,1598,17650.0,5,4.083,1107,44,23,0,1
339.23,115,1598,20460.0,5,4.259,1320,51,31,0,1
154.35,85,2500,20566.63,5,5.5,1105,75,47,1,0
464.36,106,1461,23950.0,5,4.525,1511,45,27,1,0
475.65,105,1896,20300.0,5,4.28,1405,50,17,1,0
306.74,75,1248,15340.0,3,3.999,1150,70,19,1,0
432.75,110,1896,17768.36,5,4.33,1170,45,15,1,0
248.27,112,1761,16762.23,4,4.6,1350,64,45,0,1
214.79,83,1399,10795.0,4,4.235,1005,52,24,0,1
267.7,75,1360,12545.0,5,3.85,1005,57,20,0,1
296.26,100,1995,18850.0,5,4.317,1560,62,19,1,0
304.81,106,1598,11268.98,5,4.074,1107,43,14,0,1
330.88,177,2231,26800.0,5,4.36,1490,63,44,1,0
709.14,90,1461,16315.0,5,4.034,1165,56,38,1,0
259.47,82,1461,15479.0,5,4.197,1175,53,13,1,0
255.36,102,1998,30375.15,4,4.515,1400,50,9,1,0
317.77,115,1753,19670.0,5,4.174,1218,43,16,1,0
294.83,140,1968,27500.0,3,4.214,1340,38,19,1,0
361.09,86,2953,19273.45,6,4.61,1840,55,37,1,0
405.72,71,1905,16986.41,5,4.44,1480,43,19,1,0
288.43,107,1586,19430.0,5,4.14,1290,84,61,0,1
347.13,193,2295,41650.0,2,4.58,1445,66,47,0,1
277.53,100,1910,15280.0,5,4.159,1320,46,19,1,0
279.32,126,2497,33720.0,4,4.755,1430,44,19,1,0
230.52,130,1870,27300.0,5,4.496,1540,76,37,1,0
417.34,129,2151,25642.06,5,5.585,2006,50,19,1,0
660.77,85,1997,20224.0,5,4.749,1755,51,17,1,0
259.71,115,1910,25453.0,4,4.435,1305,36,18,1,0
475.29,305,4565,58886.23,4,4.997,1770,67,35,0,1
258.93,120,1910,22270.0,3,4.29,1333,45,19,1,0
341.47,90,1753,15109.44,5,4.63,1413,51,33,1,0
296.4,95,1870,17279.1,4,4.436,1150,68,26,1,0
655.86,100,1686,20670.0,3,4.29,1285,49,14,1,0
352.44,100,1896,19680.0,5,4.149,1210,44,21,1,0
491.86,90,1997,20300.0,5,4.419,1328,47,19,1,0
243.19,90,1997,17205.0,5,4.188,1200,56,27,1,0
346.14,100,2476,16125.0,4,4.695,1747,65,46,1,0
175.69,90,1997,18943.0,5,4.276,1300,52,31,1,0
354.28,115,1984,24514.36,5,4.634,1634,38,19,0,1
189.84,110,1587,19550.0,3,4.274,1200,53,26,0,1
397.1,75,1686,15180.0,5,4.11,1280,52,19,1,0
561.97,90,1461,22399.52,5,4.321,1380,75,53,1,0
144.92,100,1896,23640.0,4,4.675,1361,48,19,1,0
348.24,90,1905,16993.74,5,4.44,1405,70,50,1,0
392.39,150,2496,37380.0,4,4.795,1520,65,17,1,0
270.91,120,1968,32721.53,4,4.701,1485,51,25,1,0
342.02,100,1396,17490.0,5,4.3,1110,52,31,0,1
291.47,130,1998,22980.0,5,4.731,1427,48,16,1,0
262.85,130,1896,25980.0,4,4.703,1375,67,30,1,0
312.75,110,1997,22410.0,5,4.419,1421,53,19,1,0
346.2,90,1560,20370.0,5,4.211,1243,55,27,1,0
286.98,145,2261,28210.0,5,5.68,1968,58,33,0,1
293.09,120,1870,21545.0,5,4.209,1270,51,19,1,0
302.56,100,1995,19364.8,5,4.11,1245,51,20,1,0
343.25,100,1686,21210.0,4,4.587,1329,59,20,1,0
578.52,126,1997,29765.0,5,4.805,1771,47,16,1,0
304.29,163,2497,39600.0,4,4.775,1595,55,19,1,0
280.69,94,1399,11555.0,5,3.88,1060,59,22,0,1
257.14,75,1689,19650.0,5,3.606,1080,70,19,1,0
236.71,80,1870,17700.0,5,4.168,1290,63,18,1,0
247.56,92,1560,18550.0,5,3.941,1080,51,27,1,0
301.41,71,1868,14890.0,4,4.108,1185,64,45,1,0
556.18,110,1896,20043.75,5,4.149,1296,52,31,1,0
234.76,90,2402,25260.0,5,5.651,2058,71,33,1,0
328.83,170,2171,35900.0,4,4.775,1570,62,29,0,1
272.85,120,1870,21545.0,5,4.209,1270,52,19,1,0
468.82,130,1896,23320.0,3,4.395,1226,52,10,1,0
324.89,140,1968,26470.0,4,4.765,1454,53,19,1,0
232.24,85,1461,15100.0,5,3.986,1100,49,7,1,0
345.53,115,2198,26250.0,5,4.863,1699,43,24,1,0
321.19,120,1598,22390.0,5,4.365,1324,68,38,0,1
280.97,115,1998,21930.0,4,4.731,1418,46,19,1,0
348.99,231,2979,44000.0,2,4.488,1430,52,19,0,1
291.64,127,2800,25660.0,5,5.559,2020,49,19,1,0
661.79,140,1968,40510.0,4,4.916,1565,49,13,1,0
481.11,193,2771,36962.24,4,4.795,1450,49,31,0,1
295.82,110,1896,20043.75,5,4.149,1296,62,19,1,0
124.3,110,1461,22200.0,5,4.387,1306,51,17,1,0
299.19,125,2402,23709.93,5,5.651,2027,50,19,1,0
276.27,110,1997,22410.0,5,4.419,1421,55,36,1,0
211.15,90,1905,16401.62,5,4.18,1230,41,19,1,0
276.95,80,1870,16280.0,5,3.995,1155,46,19,1,0
214.26,122,2148,23258.0,4,4.66,1690,44,22,1,0
417.81,140,1968,19373.68,5,4.415,1410,55,19,1,0
301.24,136,1951,28451.91,4,4.471,1450,41,19,1,0
242.57,102,2461,22507.9,5,5.585,1920,53,28,1,0
137.62,90,1905,15743.03,5,4.167,1152,49,18,1,0
390.43,82,2148,20543.59,4,4.66,1685,49,18,1,0
264.75,75,1390,13326.0,5,3.953,1057,56,32,0,1
266.92,100,1870,15866.72,5,4.129,1150,66,35,1,0
437.15,130,1896,24650.0,4,4.703,1375,45,27,1,0
394.07,75,1753,14570.0,5,4.174,1283,66,16,1,0
273.97,84,1997,19840.0,5,5.005,1823,58,19,1,0
244.99,126,2902,23048.81,5,4.925,1955,68,50,1,0
263.51,90,1997,21036.0,5,4.276,1300,52,19,1,0
452.56,100,1896,21670.0,5,4.149,1349,37,17,1,0
263.88,130,1988,19713.2,4,4.48,1368,62,40,0,1
287.72,90,1905,17934.2,4,4.6,1375,48,19,1,0
342.73,112,1991,25650.0,5,4.5,1720,52,26,1,0
279.43,90,1896,18440.0,4,4.33,1263,48,19,1,0
269.31,105,1910,13943.48,5,4.187,1270,46,25,1,0
337.47,85,2188,19953.6,5,4.51,1335,49,22,1,0
258.66,125,1596,21200.0,5,4.556,1201,80,60,0,1
280.31,115,2799,21400.0,5,4.888,1774,57,24,1,0
885.99,92,1560,20950.0,5,4.329,1205,45,16,1,0
280.13,88,1753,16990.61,4,4.48,1337,58,31,1,0
299.59,109,1997,29000.0,5,4.719,1736,57,38,1,0
325.64,75,1753,14822.0,5,4.278,1450,76,38,1,0
362.26,90,1364,18070.0,3,4.29,1165,49,31,0,1
289.91,100,2496,18025.5,5,5.36,1697,54,33,1,0
290.51,120,1910,23870.0,5,4.596,1448,55,25,1,0
295.36,100,1998,20480.0,5,4.834,1734,53,17,1,0
565.15,100,1595,13615.04,5,4.33,1080,62,17,0,1
283.17,150,1896,22265.0,5,4.184,1301,57,31,1,0
354.26,110,1896,24467.2,4,4.675,1375,59,23,1,0
235.1,120,1598,21260.0,5,4.5,1440,45,16,0,1
232.94,116,1995,21070.0,5,4.41,1300,59,17,1,0
292.74,98,1390,20300.0,5,4.259,1315,52,20,0,1
331.3,224,2987,52100.0,5,4.525,1805,63,40,1,0
257.86,143,1796,32102.58,3,4.448,1400,48,30,0,1
478.5,86,2446,19159.0,5,4.655,1745,52,19,1,0
370.28,75,1896,15482.07,5,4.33,1045,59,21,1,0
222.86,100,1595,13624.94,5,4.184,1145,63,20,0,1
265.91,105,1896,26420.0,3,4.238,1295,55,36,1,0
288.45,90,1896,15716.47,5,4.163,1174,56,33,1,0
244.32,105,1197,23570.0,5,4.397,1453,56,37,0,1
327.72,100,1596,12561.15,5,4.174,1077,65,20,0,1
304.43,100,1995,19793.22,5,4.288,1285,46,19,1,0
338.49,85,1997,18340.0,5,4.655,1695,56,19,1,0
379.38,92,1905,18164.99,5,4.44,1405,46,16,1,0
334.06,92,1905,17633.7,5,4.44,1405,57,19,1,0
359.29,109,2151,22058.59,2,4.819,1590,54,24,1,0
392.1,115,1896,32210.0,5,4.634,1678,54,19,1,0
445.03,163,1995,34500.0,4,4.52,1430,63,9,1,0
389.73,115,1753,19670.0,5,4.174,1218,63,18,1,0
265.94,105,1461,27260.0,2,4.355,1395,50,31,1,0
310.17,100,1870,23160.0,5,4.576,1315,54,19,1,0
258.9,150,2148,38027.0,4,4.526,1465,47,22,1,0
312.08,79,2299,17940.34,4,4.66,1600,47,12,1,0
369.18,75,1896,19437.46,4,4.405,1466,55,31,1,0
523.52,90,1753,15822.0,5,4.278,1485,53,12,1,0
312.21,115,1896,27532.0,5,4.634,1666,51,19,1,0
95.88,110,1896,25753.37,4,4.479,1350,45,19,1,0
320.17,75,1753,14570.0,5,4.174,1283,53,20,1,0
227.32,140,1968,20396.0,5,4.315,1315,47,19,1,0
325.87,100,1595,14340.15,5,4.02,1185,47,21,0,1
266.72,90,1896,14270.08,4,4.14,1170,48,21,1,0
287.18,105,1896,21530.0,5,4.204,1249,50,30,1,0
301.78,90,1896,20722.9,5,4.669,1285,50,19,1,0
281.49,80,1461,17595.0,5,4.209,1195,45,21,1,0
324.75,98,2299,22755.76,4,4.66,1600,68,43,1,0
295.79,95,1997,20910.0,5,4.522,1508,55,29,1,0
700.92,197,3222,49023.11,4,4.818,1680,80,56,1,0
241.03,71,1905,14454.34,5,3.995,1080,60,41,1,0
240.64,90,1364,15770.0,5,4.249,1165,61,37,0,1
249.21,116,2148,32250.0,4,4.526,1430,53,19,1,0
125.33,150,1781,23480.0,5,4.149,1309,46,11,0,1
325.11,90,1997,19420.0,6,4.137,1295,60,15,1,0
256.51,115,1896,21700.0,3,4.149,1232,46,28,1,0
291.23,79,2299,17940.34,4,4.66,1600,51,19,1,0
207.75,75,1390,14060.0,3,3.916,1021,77,24,0,1
292.34,75,1896,12260.65,4,4.207,1135,48,19,1,0
224.56,130,1870,22850.0,5,4.5,1310,54,30,1,0
273.42,90,2497,29264.6,4,4.43,1230,47,19,1,0
233.96,101,1594,11990.0,4,4.51,1170,54,23,0,1
267.89,100,1896,23220.0,4,4.703,1361,58,19,1,0
252.77,115,1910,22200.0,3,4.17,1270,54,16,1,0
264.08,85,1461,16030.0,3,3.986,1090,71,32,1,0
356.79,136,1997,26800.0,4,4.676,1580,52,12,1,0
338.2,80,1461,20335.0,5,4.209,1195,51,26,1,0
252.41,90,1896,16095.1,5,4.02,1270,61,19,1,0
163.54,122,1796,22140.0,4,4.596,1320,51,33,0,1
271.22,115,1896,25404.78,4,4.675,1361,49,31,1,0
246.8,80,1370,11371.15,3,4.025,1085,53,23,0,1
270.19,105,1896,24420.0,5,4.391,1498,64,29,1,0
362.57,90,1896,16095.1,5,4.02,1270,58,38,1,0
252.84,136,1951,28451.91,4,4.471,1450,50,27,1,0
255.15,92,1868,18875.39,5,4.44,1475,48,17,1,0
68.97,90,1905,15938.84,5,4.167,1151,58,21,1,0
375.74,100,1870,16077.07,2,3.931,1115,55,19,1,0
314.41,95,1397,18750.0,5,4.329,1200,63,16,0,1
337.68,116,2499,25152.36,2,5.95,2330,53,22,1,0
302.78,115,1762,18997.99,3,4.42,1170,57,28,0,1
210.79,75,1781,11539.43,3,4.02,1005,55,29,0,1
330.71,136,1997,28300.0,4,4.676,1633,48,28,1,0
416.28,105,1896,17985.8,5,4.405,1410,48,26,1,0
288.1,90,1753,14556.51,4,4.29,1139,64,17,1,0
283.44,75,1390,12905.0,3,3.953,1034,70,26,0,1
471.35,90,1753,15109.44,5,4.63,1413,56,35,1,0
260.75,112,1598,21400.0,3,3.723,1090,56,32,1,0
246.78,80,1461,17985.0,5,4.209,1195,47,22,1,0
367.17,115,2463,25100.0,2,5.369,1617,47,18,1,0
284.35,90,1560,18070.0,3,4.211,1245,48,29,1,0
388.28,90,1560,18090.0,5,4.342,1357,65,20,1,0
178.14,115,1753,19090.0,5,4.342,1406,48,29,1,0
271.11,115,1991,18700.0,5,4.515,1270,54,35,0,1
232.86,92,1905,17910.16,5,4.18,1230,46,26,1,0
290.65,90,1997,16209.0,5,4.108,1280,59,19,1,0
1250.9,177,1995,42700.0,5,4.843,1600,40,21,1,0
362.01,105,1896,22610.0,3,4.204,1389,46,17,1,0
349.89,90,1896,24280.89,4,4.479,1315,47,19,1,0
200.28,75,1686,15870.0,4,4.252,1205,46,28,1,0
346.0,90,1997,18340.0,5,4.202,1243,51,22,1,0
250.95,71,1905,17381.27,5,4.524,1210,65,43,1,0
280.72,90,1753,19088.14,5,4.56,1413,47,26,1,0
249.52,110,1896,20344.26,4,4.439,1378,47,28,1,0
245.62,110,1598,18420.0,3,4.295,1205,43,21,0,1
295.47,110,1896,27959.08,5,4.62,1645,51,18,1,0
241.68,90,1997,18943.0,5,4.276,1300,60,20,1,0
295.31,90,1997,18340.0,5,4.202,1243,70,9,1,0
597.09,150,2231,34800.0,4,4.71,1515,60,22,1,0
243.62,80,1388,13630.0,5,3.916,1037,54,29,0,1
391.0,160,1956,30060.0,4,4.83,1548,61,38,1,0
585.54,150,1997,31400.0,5,4.524,1614,54,13,1,0
210.9,105,1896,23530.0,5,4.572,1325,64,18,1,0
328.44,136,2996,44385.71,4,4.818,1490,51,33,1,0
389.29,136,1997,21665.0,3,4.342,1392,46,12,1,0
409.17,100,2496,19814.64,5,5.36,1697,55,34,1,0
300.51,90,1997,17205.0,5,4.188,1200,50,31,1,0
461.35,122,2148,27793.6,4,4.66,1730,47,25,1,0
421.68,120,1560,26150.0,5,4.585,1370,47,20,1,0
218.64,110,1896,19035.0,4,4.439,1286,48,19,1,0
280.62,105,1598,16890.0,3,4.395,1132,60,39,0,1
372.22,115,1996,30137.47,5,4.782,1912,62,32,1,0
332.82,150,1995,31200.0,4,4.471,1415,49,30,1,0
291.34,100,1595,19689.16,4,4.675,1275,67,40,0,1
448.55,122,1390,24190.0,3,4.256,1244,32,14,0,1
242.36,90,1995,25872.88,5,4.782,1832,64,45,1,0
277.25,100,1753,19100.0,4,4.382,1251,58,32,1,0
255.59,90,1997,15588.89,5,4.108,1185,47,19,1,0
357.63,105,1598,17085.0,5,4.42,1245,35,17,0,1
282.13,90,1905,17204.09,5,4.44,1435,58,19,1,0
330.03,163,1995,34500.0,4,4.52,1430,44,20,1,0
257.66,170,1968,29270.0,3,4.214,1340,49,15,1,0
272.5,90,1753,16440.0,4,4.382,1280,50,32,1,0
334.95,82,1700,15169.55,4,4.239,1125,39,20,1,0
256.5,103,1596,13853.33,3,4.025,1125,63,17,0,1
358.01,197,3222,45623.11,4,4.818,1680,49,23,1,0
279.08,71,1905,14617.22,5,4.167,1112,47,21,1,0
380.17,110,2184,18400.0,5,4.197,1306,39,16,1,0
270.78,90,1753,16440.0,4,4.382,1280,47,14,1,0
282.03,110,2184,18330.0,3,4.184,1305,56,37,1,0
311.41,90,1364,17385.0,5,4.2,1290,51,21,1,0
272.85,130,1896,29080.0,4,4.703,1387,57,19,1,0
255.93,105,1896,18750.0,5,4.315,1250,67,40,1,0
234.65,90,1997,17205.0,5,4.188,1200,50,29,1,0
646.22,99,1560,22250.0,5,4.157,1160,52,33,1,0
217.68,75,1360,12750.0,3,4.03,1138,64,32,0,1
428.29,395,4196,98200.0,2,4.76,1735,80,59,0,1
148.61,100,1896,19680.0,5,4.149,1210,48,29,1,0
290.71,110,1896,21520.0,5,4.149,1204,38,19,1,0
221.68,100,1995,18850.0,5,4.317,1560,58,36,1,0
363.26,90,1905,18061.86,5,4.44,1545,48,24,1,0
428.28,105,1461,21800.0,5,4.263,1365,50,26,1,0
316.05,140,1968,35870.0,4,4.916,1540,49,29,1,0
275.05,105,1896,25200.0,5,4.407,1498,57,24,1,0
871.38,105,1896,24525.0,5,4.204,1389,39,18,1,0
337.99,95,1390,16470.0,5,4.168,1235,54,20,0,1
263.9,90,1905,16702.13,5,4.167,1151,46,17,1,0
232.2,100,1753,18010.0,5,4.174,1216,62,43,1,0
233.69,100,1870,19983.65,5,4.63,1300,45,19,1,0
413.18,90,1753,19100.0,5,4.297,1388,60,17,1,0
583.93,109,1560,19010.0,5,4.42,1350,61,34,1,0
301.3,100,1995,19364.8,5,4.11,1245,62,26,1,0
412.01,76,2496,16654.05,5,4.616,1787,54,32,1,0
315.14,110,1560,22290.0,5,4.428,1391,51,27,1,0
256.04,122,2874,24080.39,2,5.658,1770,61,36,1,0
263.87,105,1598,16990.0,5,4.205,1175,77,57,0,1
352.04,140,1968,20396.0,5,4.315,1315,46,19,1,0
145.09,110,1896,19035.0,4,4.439,1286,64,43,1,0
268.49,138,1975,17639.71,3,4.34,1280,48,20,0,1
147.08,135,2464,24351.0,5,4.782,1873,45,19,1,0
436.48,122,1390,21240.0,5,4.206,1341,51,31,0,1
446.42,110,2184,15175.56,5,4.425,1360,44,20,1,0
303.62,150,2148,31200.0,3,4.343,1440,59,38,1,0
380.62,110,1560,26165.0,5,4.745,1424,42,24,1,0
339.86,110,1560,25400.0,4,4.676,1437,51,28,1,0
354.84,136,1951,28451.91,4,4.471,1450,43,18,1,0
280.37,90,1896,14975.0,2,4.163,1141,44,24,1,0
290.22,130,1870,22100.0,5,4.209,1270,44,25,1,0
250.45,100,1598,17440.0,5,4.317,1393,75,51,0,1
243.99,75,1199,10253.27,5,3.817,1070,44,20,0,1
365.54,120,1870,21545.0,5,4.209,1270,52,32,1,0
324.26,75,1242,13255.0,5,3.925,1050,37,16,0,1
289.82,90,1360,17350.0,3,4.274,1182,52,12,0,1
272.66,110,1896,19082.13,5,4.02,1300,51,19,1,0
363.41,105,2953,21338.0,2,5.427,1640,50,19,1,0
229.4,102,1595,24240.0,3,4.129,1234,48,29,0,1
280.88,92,1560,17740.0,5,4.26,1182,39,14,1,0
343.17,120,1560,26800.0,5,4.477,1350,60,20,1,0
673.15,150,1968,34926.72,5,4.388,1560,50,18,1,0
287.96,90,1896,24268.87,4,4.675,1370,43,24,1,0
268.23,90,1995,23849.99,5,4.782,1678,42,20,1,0
278.2,90,1896,15995.0,5,4.184,1266,60,21,1,0
385.03,80,1870,21600.0,5,4.782,1684,60,30,1,0
261.02,78,1570,8600.0,3,3.74,1190,61,22,0,1
332.13,140,2499,28818.53,5,4.732,1834,42,16,1,0
245.92,110,1598,15930.0,4,4.436,1090,42,24,0,1
273.39,100,1686,20670.0,3,4.29,1285,45,26,1,0
271.79,115,1896,32210.0,5,4.634,1678,49,31,1,0
249.37,88,1998,15446.01,3,4.185,1260,52,23,0,1
