Premium,Power,Cylinder_capacity,Value_vehicle,N_doors,Length,Weight,Age,Driving_experience,FuelType_D,FuelType_P
293.65,115,1910,18710.0,5,4.253,1320,69,48,1,0
50.51,115,1560,20950.0,5,4.358,1269,69,41,1,0
279.11,90,1896,17270.0,5,4.184,1232,69,44,1,0
368.39,220,3189,49710.0,5,4.754,2214,69,50,0,1
210.95,220,1896,22220.0,5,4.152,1260,69,50,0,1
175.71,85,1197,17190.0,5,4.061,1090,69,43,0,1
45.86,100,999,11765.0,5,4.157,1190,77,34,0,1
251.65,90,1248,16743.0,3,3.999,1180,69,51,1,0
320.17,100,1596,12561.15,5,4.174,1077,69,51,0,1
548.15,90,1422,20257.67,5,3.972,1151,34,13,1,0
284.39,114,1598,29739.38,4,4.895,1800,69,40,1,0
311.37,95,1399,13160.0,5,4.295,1170,69,35,0,1
295.28,92,1905,16634.81,2,4.65,1665,69,39,1,0
281.17,92,1868,12873.68,2,4.108,1185,69,39,1,0
295.02,92,1910,28420.0,2,4.611,1428,69,39,1,0
322.96,120,1997,28852.01,4,4.805,1809,68,50,1,0
246.67,120,1910,23870.0,5,4.596,1448,69,48,1,0
333.91,105,1598,20290.0,5,4.249,1195,70,39,0,1
228.81,105,1461,20145.0,5,4.213,1415,78,57,1,0
213.24,82,1461,17160.0,6,4.035,1095,69,49,1,0
213.77,82,1461,12885.0,6,4.035,1085,69,49,1,0
633.66,143,1968,33190.0,4,4.701,1480,69,51,1,0
509.4,136,2143,34301.85,5,4.417,1505,69,35,1,0
301.42,115,1596,23900.0,5,4.227,1245,69,43,0,1
358.68,95,1587,19782.0,5,4.276,1240,69,51,0,1
240.44,95,1997,22780.0,5,4.522,1512,69,51,0,1
212.94,150,1781,24150.0,4,4.803,1438,69,48,0,1
258.04,99,2477,22267.0,5,4.635,1870,67,49,1,0
292.41,99,2685,45150.0,5,4.638,1570,67,49,1,0
289.44,150,1984,21359.97,5,4.02,1115,34,8,0,1
225.55,90,1587,13622.96,3,4.167,1068,41,22,0,1
299.65,110,1686,20455.0,5,4.419,1428,69,49,1,0
334.48,90,1461,11530.01,5,4.057,1033,68,49,1,0
241.68,85,1461,16750.0,5,4.027,1175,69,47,1,0
208.34,100,1896,13785.0,3,3.953,1142,42,22,1,0
249.7,90,1560,21005.0,5,4.276,1290,68,34,1,0
240.63,110,1560,22290.0,5,4.428,1391,67,38,1,0
245.37,150,1896,26700.0,5,4.149,1188,69,50,1,0
255.49,75,1397,13680.0,5,3.96,1060,68,41,0,1
833.12,150,1995,38450.0,5,4.655,1901,68,50,1,0
304.06,193,2926,45305.0,4,4.775,1625,68,50,1,0
415.59,90,1598,18085.0,5,3.97,1082,68,50,1,0
155.07,90,1905,18061.86,5,4.44,1545,68,40,1,0
314.26,105,1896,19029.8,5,4.405,1410,68,30,1,0
284.98,90,1560,22308.25,5,4.38,1332,68,50,1,0
518.34,90,1560,15585.0,3,3.921,1103,68,50,1,0
541.92,90,1560,29770.01,3,4.365,1420,68,50,1,0
250.97,82,1341,10307.36,5,4.1,1015,68,45,0,1
296.5,112,1560,24700.0,5,4.47,1355,68,49,1,0
224.9,112,1867,15510.0,5,4.137,1267,68,49,1,0
263.16,75,1390,14685.0,5,3.916,1021,68,49,0,1
301.34,90,1997,21570.0,5,4.419,1390,68,28,1,0
257.13,140,1991,20430.0,5,4.493,1474,67,38,1,0
274.74,90,1560,18740.0,4,4.488,1381,68,39,1,0
78.85,130,1998,23180.0,5,4.731,1418,68,48,1,0
273.74,71,1868,15450.0,5,4.137,1267,68,29,1,0
228.72,84,1598,15080.56,4,4.252,1120,67,35,0,1
151.24,84,1560,20100.0,4,4.481,1282,67,35,0,1
324.63,177,2685,51455.68,5,4.85,1755,68,50,1,0
610.52,177,2261,43350.0,5,4.784,1617,68,50,1,0
829.57,150,1997,28400.0,5,4.365,1529,38,19,1,0
170.34,150,1896,15571.0,5,3.953,1165,38,19,1,0
254.19,94,1399,12300.0,5,3.88,1030,68,47,0,1
282.76,110,1997,19555.0,3,4.188,1204,68,49,1,0
298.05,80,1229,12910.0,5,3.999,1085,33,13,0,1
155.81,112,1560,26530.0,5,4.365,1350,70,27,1,0
253.34,90,1997,18598.0,5,4.188,1200,68,49,1,0
696.62,136,1598,25000.0,4,4.658,1503,68,50,1,0
298.72,102,1595,18595.0,5,4.458,1344,68,31,0,1
285.7,90,1360,13410.0,3,3.822,1038,75,38,0,1
413.3,100,1596,14123.78,3,4.174,1189,75,28,0,1
277.92,75,1998,22700.0,3,4.5,1290,68,50,0,1
411.64,90,1398,17010.0,5,4.021,1163,68,49,0,1
319.35,109,2499,18292.0,2,5.012,1665,68,50,1,0
227.83,71,1868,12873.68,4,4.108,1185,68,50,1,0
446.08,115,1560,22400.0,5,4.38,1390,68,39,1,0
301.62,110,1686,20455.0,5,4.419,1428,68,47,1,0
300.34,144,2902,27005.0,5,4.925,2003,68,47,1,0
418.05,90,1461,20250.0,5,4.122,1170,37,17,1,0
319.95,90,1905,18565.26,5,5.005,1695,67,49,1,0
355.98,82,1199,13910.0,5,3.962,1035,67,44,0,1
585.94,75,1360,13250.0,5,3.822,1025,67,49,0,1
337.47,125,1598,31184.0,5,4.999,1680,68,49,1,0
638.34,120,1598,25000.0,5,4.351,1385,34,15,1,0
562.94,82,1199,15890.0,5,3.962,1035,67,49,0,1
72.78,110,1560,24875.3,5,4.47,1414,67,45,1,0
333.99,100,1560,24235.01,5,4.384,1374,67,45,1,0
95.12,100,2198,31315.0,6,5.23,1854,67,49,1,0
273.23,100,2286,20108.6,6,5.077,1897,67,49,1,0
262.89,91,1689,25302.33,5,4.192,1350,67,49,1,0
262.26,100,1595,17814.0,4,4.675,1250,68,49,0,1
236.61,112,2184,19750.0,4,4.436,1302,68,49,1,0
277.71,109,1396,16550.0,5,4.245,1168,67,47,0,1
512.76,90,1461,12880.0,5,4.089,1090,68,38,1,0
199.16,115,1998,17853.06,4,4.738,1310,69,50,0,1
265.37,115,1896,26294.88,4,5.29,1690,69,50,0,1
883.58,115,1595,40164.7,4,4.424,1435,69,50,0,1
408.65,105,1461,22200.0,5,4.387,1306,66,29,0,1
352.47,105,1461,24500.0,5,4.496,1460,67,49,1,0
186.75,150,2188,39600.0,5,4.861,1825,67,48,1,0
695.09,184,1995,35430.0,5,4.41,1601,66,48,1,0
285.01,110,1598,17210.0,4,4.436,1090,68,48,0,1
331.24,90,1399,13160.0,4,4.295,1170,67,48,1,0
404.68,92,1560,18940.0,3,4.274,1182,67,48,1,0
287.26,90,1598,18085.0,5,3.97,1082,36,16,1,0
251.45,90,1984,24140.0,5,4.703,1319,36,16,1,0
69.07,100,1560,23185.0,5,4.384,1360,67,48,1,0
246.73,110,1598,19700.0,4,4.498,1200,67,49,0,1
250.8,85,1248,15390.82,5,4.045,1029,67,45,0,1
249.0,85,1781,18325.0,5,3.993,1154,67,45,0,1
272.55,90,1598,17520.0,5,4.034,1095,70,48,1,0
359.61,90,1974,17693.8,5,4.4,1270,67,49,1,0
233.88,82,1341,10307.36,5,4.1,1015,67,47,0,1
186.31,75,1360,15081.0,5,4.137,1228,69,39,0,1
272.32,105,1896,21200.0,5,4.467,1444,67,39,1,0
137.36,105,1498,9616.19,5,4.427,1060,67,39,1,0
275.45,75,1390,13522.77,5,4.129,1020,67,44,0,1
300.06,90,1598,17000.0,5,4.227,1150,67,37,1,0
170.47,90,1587,18810.0,5,4.211,1204,67,37,1,0
227.04,105,1598,16820.0,5,4.042,1371,67,49,0,1
282.39,80,1686,17970.0,5,4.249,1275,67,48,1,0
328.65,125,1796,22230.0,2,4.267,1195,67,47,0,1
239.62,90,1390,10816.53,5,4.14,1050,67,28,1,0
582.55,105,1368,15450.0,5,4.065,1075,67,45,0,1
245.58,88,1386,15650.0,5,4.083,1092,67,38,0,1
361.61,170,2143,39825.0,4,4.686,1550,67,49,1,0
189.93,136,1997,21768.66,4,4.63,1260,67,49,0,1
391.71,136,1461,29192.9,4,4.292,1395,67,49,0,1
365.35,90,1753,15910.0,4,4.308,1577,67,48,1,0
204.09,75,1753,16530.0,5,4.525,1470,67,39,1,0
230.03,116,1995,25400.01,3,4.324,1305,66,48,1,0
258.03,80,1461,19610.0,5,4.259,1340,67,48,1,0
266.42,99,2477,32911.42,5,4.355,1910,67,48,1,0
490.71,130,1498,27250.0,5,4.294,1241,67,48,0,1
245.74,100,1595,13615.04,5,4.33,1080,67,48,0,1
316.94,144,2902,29040.0,5,4.925,2003,67,48,1,0
311.57,105,1870,20840.0,5,4.355,1290,67,40,1,0
274.35,80,1248,19470.0,5,3.971,1200,68,37,1,0
286.45,90,1896,13540.81,5,3.88,1124,68,50,1,0
296.06,75,1974,13450.65,5,4.12,1225,66,48,1,0
271.16,102,1995,30000.0,4,4.972,1860,66,48,1,0
223.3,90,1896,14625.0,4,4.163,1159,65,46,1,0
650.23,120,1598,25000.0,5,4.351,1385,34,15,1,0
262.27,120,1896,15277.73,3,3.88,1124,67,47,0,1
359.15,133,3222,53655.68,4,4.818,1730,66,48,0,1
227.38,110,1587,19260.0,2,3.822,1088,40,19,0,1
265.21,95,1368,15960.0,3,4.03,1060,67,37,0,1
276.86,110,1997,23285.0,5,4.618,1385,66,42,1,0
135.7,110,1598,26453.48,5,4.313,1260,66,48,1,0
157.68,75,1422,14661.0,5,3.953,1151,68,34,1,0
283.97,115,1956,27230.0,5,4.963,1845,66,48,1,0
242.37,100,1995,20400.0,4,4.596,1435,66,48,1,0
270.51,105,1896,18550.0,5,4.315,1250,65,47,1,0
401.97,110,1197,20730.0,5,4.263,1213,68,49,0,1
365.74,110,1461,16000.0,5,3.792,1185,68,49,0,1
354.55,136,2034,28200.0,5,4.273,1270,66,44,0,1
313.59,84,1598,13754.49,3,4.11,1088,65,45,0,1
313.59,84,1998,20855.12,3,4.43,1330,65,45,0,1
330.0,75,1560,16385.0,5,4.137,1294,66,44,1,0
656.36,136,2143,37761.71,5,4.596,1560,66,48,1,0
107.11,140,1373,25368.47,5,4.175,1235,66,45,0,1
297.06,112,1991,18932.0,5,4.493,1474,66,45,1,0
256.56,115,1796,18589.3,5,4.317,1320,66,46,0,1
304.86,110,1870,22000.0,5,4.51,1310,63,40,1,0
291.49,105,1896,23870.0,4,4.765,1422,66,48,1,0
267.18,105,1461,17130.0,4,4.035,1085,66,48,1,0
321.75,100,1596,17590.0,4,4.481,1174,65,42,0,1
314.27,100,1360,14510.0,4,3.85,1089,65,42,0,1
248.2,71,1905,13847.32,3,4.11,1155,66,45,1,0
268.14,140,1796,23956.34,4,4.433,1260,67,48,0,1
243.2,75,1560,16860.0,5,4.137,1219,66,48,1,0
406.44,140,1968,31290.0,4,4.769,1457,65,47,1,0
184.9,90,1997,15180.0,3,3.822,1145,66,33,1,0
199.5,90,1582,24250.0,3,4.505,1314,66,33,1,0
243.05,102,1595,16900.0,5,4.282,1320,66,45,0,1
312.91,174,2461,48610.0,5,4.754,2267,65,47,1,0
246.94,94,1399,13710.0,5,3.88,1060,34,15,0,1
272.65,94,1868,15201.0,5,4.137,1281,34,15,0,1
269.79,90,1581,12253.98,4,4.34,1060,66,48,0,1
334.07,90,1598,23600.0,4,3.999,1203,66,48,0,1
315.52,82,2148,27106.88,4,4.748,1790,66,48,1,0
292.39,100,1896,15690.0,3,3.953,1142,66,48,1,0
194.67,100,1389,11890.0,5,3.817,1110,66,47,0,1
209.96,100,1598,21090.0,5,4.204,1184,66,47,0,1
359.85,136,2178,29155.0,5,4.618,1485,66,45,1,0
440.43,80,1388,14520.0,5,3.916,1066,66,45,0,1
592.41,80,1995,34049.99,5,4.477,1565,66,45,0,1
484.15,86,1497,19200.0,5,3.905,1075,66,46,0,1
396.45,163,1995,34500.0,4,4.52,1430,66,42,1,0
313.57,90,1461,17750.0,5,4.062,1071,30,12,1,0
300.25,135,2464,24357.0,5,4.782,1826,67,47,1,0
428.05,80,1229,16320.0,5,3.999,1105,65,33,0,1
212.86,125,1395,23664.6,5,3.973,1180,66,27,0,1
513.56,115,1598,17900.0,3,3.626,1075,65,46,0,1
156.3,110,1461,16050.0,5,4.341,1205,74,49,1,0
256.76,90,1997,17001.0,5,4.137,1281,65,43,1,0
516.9,80,2496,14778.89,5,4.61,1648,32,13,1,0
229.85,102,2148,22063.2,4,4.748,1690,68,32,1,0
42.83,75,1388,13900.0,3,4.174,1075,66,47,0,1
300.69,90,1248,21550.0,5,4.035,1200,65,46,1,0
483.68,110,1896,24857.86,5,4.152,1275,32,13,1,0
1025.43,110,2987,70600.01,5,4.819,2175,32,13,1,0
282.09,120,998,23875.0,5,4.34,1269,32,13,0,1
208.53,100,1587,16410.0,5,4.202,1176,65,45,1,0
295.64,75,1422,13561.0,5,3.953,1151,65,30,1,0
237.0,75,1198,11646.0,5,3.953,1038,65,30,1,0
470.19,110,1896,24130.64,5,4.152,1260,66,47,1,0
314.46,75,1896,16547.4,4,4.405,1410,66,48,1,0
301.62,140,1364,26450.0,5,4.271,1355,65,47,0,1
55.27,100,1596,16250.0,5,4.174,1096,65,43,0,1
221.6,100,1598,15415.96,5,3.931,1010,65,43,0,1
336.03,110,1896,19502.84,3,4.149,1260,39,20,1,0
255.97,116,1769,21800.0,4,4.567,1293,65,46,0,1
293.59,97,1399,15450.0,3,4.045,1035,65,45,0,1
214.23,86,1341,11450.0,5,4.215,1035,65,27,0,1
308.99,110,2198,26280.0,5,5.23,1744,41,22,1,0
444.79,99,1560,17470.0,4,4.427,1165,65,47,1,0
588.12,99,999,17930.0,4,4.138,1180,65,47,1,0
334.51,90,1753,16894.45,5,4.56,1413,63,44,1,0
214.32,75,1422,13481.0,5,3.953,1151,65,41,1,0
252.2,71,1905,13426.61,5,3.995,1060,65,37,1,0
354.3,193,2987,57700.0,2,4.698,1655,65,45,0,1
317.2,92,1560,21049.99,5,4.159,1160,65,40,1,0
292.04,80,1870,17700.0,5,4.168,1290,64,46,1,0
227.05,90,1997,15180.0,3,3.822,1145,65,46,1,0
230.97,110,1560,22700.0,5,4.428,1391,66,35,1,0
402.23,150,1229,11945.0,5,4.039,1064,65,44,1,0
346.63,150,2953,37217.19,2,5.208,2059,68,44,1,0
285.21,105,1896,19710.75,4,4.405,1522,65,47,1,0
320.95,130,1870,24550.0,5,4.493,1530,65,46,1,0
216.78,110,1199,21500.01,5,4.253,1155,65,43,0,1
173.3,71,1868,14890.0,4,4.108,1185,65,46,1,0
449.04,120,1560,33700.0,5,4.447,1315,38,19,1,0
239.83,75,1360,13250.0,5,3.822,1025,65,36,0,1
663.84,143,1968,29150.0,4,4.661,1505,64,44,1,0
485.04,110,1461,25850.0,5,4.33,1418,68,48,1,0
426.68,90,1396,21145.1,5,4.31,1365,64,46,1,0
235.21,103,1396,13216.26,5,4.355,1100,64,45,0,1
1026.7,136,1951,28451.91,4,4.471,1450,64,44,1,0
462.11,130,1199,23150.0,5,4.329,1280,65,46,0,1
249.7,110,1896,22200.0,5,4.149,1129,64,46,1,0
299.28,110,1422,20257.67,5,3.972,1151,64,46,1,0
351.89,218,2997,51987.55,4,4.91,1730,64,46,0,1
388.0,85,1910,15235.0,5,4.159,1305,63,45,0,1
238.24,90,1248,19704.3,5,4.39,1370,65,44,1,0
280.82,120,1870,27610.0,5,4.576,1350,65,35,1,0
243.44,100,2178,22690.0,5,4.749,1885,64,46,1,0
574.29,177,1995,37900.0,5,4.527,1505,64,45,1,0
222.35,110,1905,16014.68,5,3.642,1300,60,41,1,0
730.71,100,1197,28060.01,5,4.449,1306,63,44,0,1
283.87,90,1560,18070.0,3,4.211,1245,62,44,1,0
342.23,82,1199,15890.0,5,3.962,1035,64,46,0,1
314.07,98,1493,10758.0,4,4.453,1044,64,45,0,1
331.79,90,1997,17460.0,5,4.108,1280,64,44,1,0
437.37,115,1598,21355.0,3,4.29,1245,64,45,0,1
211.56,90,1587,14807.77,5,4.167,1078,64,43,0,1
188.68,100,2663,20091.83,3,4.217,1730,64,46,1,0
214.28,100,1753,18010.0,5,4.174,1216,64,44,1,0
244.17,75,1461,10330.0,5,4.069,1085,63,29,1,0
268.46,110,1461,24100.0,5,4.344,1385,64,46,1,0
533.06,120,1498,23175.0,5,4.36,1268,64,45,1,0
258.12,110,1560,20580.0,5,4.26,1205,66,44,1,0
215.81,110,1560,23439.99,5,4.38,1374,66,44,1,0
385.93,109,2953,21111.2,5,6.169,1610,64,45,1,0
492.68,100,1896,15870.0,5,3.897,1165,64,32,1,0
210.06,86,1242,16978.59,2,3.77,1070,63,42,0,1
518.34,75,1248,16615.0,5,4.035,1040,23,5,0,1
262.8,130,1896,26090.0,5,4.152,1200,62,44,1,0
136.03,110,2477,20395.35,3,4.355,1740,64,46,1,0
237.76,115,1197,21040.0,5,4.135,1236,63,44,0,1
438.95,100,1560,25879.99,5,4.38,1374,64,46,1,0
171.94,100,2874,23679.88,5,4.355,1890,64,46,1,0
218.29,100,1598,14570.0,3,4.11,1145,63,44,0,1
243.22,110,1896,25753.37,4,4.479,1350,64,45,1,0
774.83,110,1798,28990.0,4,4.36,1420,64,45,1,0
360.12,130,1598,26310.0,5,4.359,1318,63,42,1,0
274.87,75,1390,12380.0,4,4.163,1038,64,45,0,1
271.54,75,2351,20400.0,4,4.5,1550,64,45,0,1
387.76,95,1499,13715.0,4,4.157,1230,62,44,1,0
416.78,75,1560,21400.0,4,4.481,1282,35,17,0,1
269.39,100,2663,25933.67,5,4.697,1850,63,43,1,0
303.57,90,1997,17460.0,5,4.108,1280,62,44,1,0
350.05,100,2179,23765.0,5,5.099,1925,64,44,1,0
240.34,110,1896,19645.0,5,4.184,1259,64,46,1,0
343.82,163,1796,42136.23,2,4.089,1315,65,36,0,1
282.35,90,1896,15520.0,5,4.507,1270,42,17,1,0
145.83,130,1997,19790.0,5,4.202,1243,63,44,1,0
553.36,90,1422,18804.68,5,3.972,1151,64,45,1,0
791.87,110,1398,17740.0,5,4.021,1163,63,44,0,1
221.26,85,1461,10903.0,4,4.25,1075,64,42,1,0
343.38,84,1896,23298.6,5,4.89,1725,63,45,1,0
494.35,110,1461,24400.0,5,4.33,1418,63,45,1,0
248.68,100,1995,23239.54,5,4.317,1428,63,39,1,0
382.66,125,2835,30182.83,5,4.355,2040,64,36,1,0
519.14,170,2494,36042.7,4,4.775,1550,64,44,0,1
219.09,115,1984,23942.0,5,4.634,1634,63,45,0,1
70.26,115,2197,22357.65,5,4.355,1520,63,45,0,1
207.89,100,1595,16167.23,5,4.149,1207,64,44,0,1
228.48,100,1396,16490.0,3,4.3,1185,64,45,0,1
185.32,100,1399,12300.0,5,3.92,1070,33,13,0,1
290.37,86,1896,20436.88,2,4.89,1665,62,44,1,0
173.54,102,1598,26759.15,5,4.406,1447,63,44,1,0
187.15,95,1390,15415.96,4,4.436,1090,63,31,0,1
264.3,90,1560,22190.0,5,4.26,1270,63,44,1,0
241.04,90,1360,13410.0,3,3.822,1038,35,14,0,1
219.72,90,1753,15822.0,5,4.278,1485,64,44,1,0
340.05,92,1560,17600.0,5,4.03,1202,62,44,1,0
696.68,95,1496,25400.02,3,3.821,1150,63,35,1,0
279.15,90,1753,16140.0,5,4.174,1349,64,44,1,0
447.05,136,1461,12530.97,5,4.363,1205,33,15,1,0
285.45,90,1461,17950.0,5,4.062,1071,64,44,1,0
283.7,86,1596,18470.0,2,4.333,1297,64,45,1,0
295.09,84,1461,22400.0,5,4.5,1260,63,34,0,1
443.12,150,1596,25600.0,5,4.524,1579,62,44,0,1
762.29,100,1686,19620.0,5,4.042,1451,62,35,1,0
220.8,75,1390,12070.0,3,3.897,1025,64,41,0,1
221.31,108,2953,22894.57,2,6.28,2017,64,44,1,0
258.65,108,2148,36500.0,2,4.541,1495,64,44,1,0
238.62,108,2461,25651.08,2,5.585,1842,64,44,1,0
247.2,90,1560,14950.0,5,3.95,1155,64,46,1,0
568.45,90,1598,21300.01,5,4.282,1450,64,45,1,0
365.0,163,1796,42136.23,2,4.089,1315,64,45,0,1
286.44,95,1397,15870.0,3,4.03,1144,64,39,0,1
297.44,110,1587,18270.0,5,4.202,1176,64,35,0,1
246.3,142,1798,23900.0,5,4.3,1270,65,46,0,1
421.92,85,1910,14715.0,3,3.843,1040,64,45,1,0
312.53,110,1781,25165.0,5,4.149,1128,64,43,0,1
511.45,143,1995,27600.0,5,4.239,1320,60,39,1,0
242.8,143,1587,11882.01,5,3.835,1025,60,39,1,0
232.2,102,1986,13540.92,4,4.435,1098,64,43,0,1
415.3,84,1598,14896.95,5,4.11,1120,63,45,0,1
221.79,75,1560,16385.0,5,4.137,1294,69,38,1,0
279.39,90,1461,15065.0,5,4.027,1175,63,43,1,0
223.09,90,1197,17428.17,5,4.236,1070,63,43,1,0
136.53,90,1597,13480.7,5,4.1,1083,64,45,0,1
154.48,136,2231,31500.0,5,4.315,1585,62,44,1,0
334.15,115,1596,23900.0,5,4.227,1245,64,44,0,1
387.74,115,1598,18620.0,5,4.052,1095,64,44,0,1
271.34,110,1590,19472.79,5,3.675,1080,63,32,1,0
337.77,100,1896,15065.0,3,3.953,1142,63,41,1,0
167.53,75,1461,12018.25,5,4.363,1205,63,44,1,0
366.55,85,1390,15560.0,5,4.052,1025,63,40,0,1
258.18,90,1560,20192.24,5,4.275,1182,63,45,1,0
284.98,150,1910,27453.0,4,4.435,1305,64,41,1,0
283.71,75,1422,14090.0,4,4.28,1164,34,16,1,0
283.35,130,1422,15820.0,2,3.897,1095,64,45,1,0
265.72,90,1997,19379.0,5,4.188,1200,62,44,1,0
261.3,90,1597,12374.84,5,4.1,1020,63,33,0,1
243.33,90,1997,18340.0,5,4.202,1243,63,42,1,0
273.46,100,1597,14869.04,4,4.4,1165,62,43,0,1
316.61,80,1390,12705.0,5,3.916,1021,62,41,0,1
285.52,90,1560,28900.0,5,4.438,1373,62,44,1,0
540.09,100,998,16275.0,5,4.065,1155,25,6,0,1
366.7,90,1598,17381.36,5,4.227,1150,63,43,1,0
243.92,100,1598,10121.04,3,4.05,1020,62,42,0,1
231.72,90,1896,18769.61,3,4.02,1145,63,44,1,0
508.7,140,1364,21687.57,5,4.278,1394,63,45,0,1
291.71,110,1461,19250.0,5,4.315,1294,61,42,1,0
480.16,110,1560,22405.0,5,4.276,1318,35,11,1,0
289.27,90,1598,18085.0,5,3.97,1082,61,42,1,0
309.97,115,2463,26900.0,5,4.899,1850,61,42,1,0
326.79,100,1870,22810.0,5,4.782,1678,61,43,1,0
355.99,100,1596,17035.0,4,4.488,1286,28,10,0,1
449.89,95,999,18506.8,5,4.053,1145,27,8,0,1
205.17,90,1587,19111.84,5,4.38,1397,62,42,0,1
265.42,140,1968,22600.0,5,4.315,1315,62,44,1,0
406.1,140,1199,19400.01,5,4.122,1227,62,44,1,0
1308.29,110,1197,20730.0,5,4.263,1213,30,11,0,1
853.01,110,1968,34870.0,5,4.685,1490,30,11,0,1
558.2,110,1590,18800.0,3,4.14,1168,68,23,0,1
239.83,110,1896,13530.0,3,4.222,1250,68,23,0,1
402.48,90,1560,17490.0,5,4.03,1205,62,43,1,0
357.07,97,1493,11775.0,5,4.24,1044,62,40,0,1
211.62,110,1997,20770.0,5,4.202,1279,63,34,1,0
408.93,110,1461,22630.0,5,4.302,1215,62,44,1,0
573.81,115,1560,20650.0,5,4.358,1269,62,44,1,0
375.6,120,1910,22290.0,5,4.249,1335,61,42,1,0
383.35,120,1870,22145.0,5,4.5,1310,63,27,1,0
457.97,120,1870,22145.0,5,4.5,1310,63,27,1,0
275.42,97,1896,19075.0,5,4.184,1259,62,42,1,0
417.36,75,1360,13142.0,5,3.85,1014,27,6,0,1
337.23,120,1598,21050.0,4,4.43,1265,61,42,0,1
357.47,100,1596,17035.0,4,4.488,1286,61,38,0,1
219.0,95,1397,15870.0,3,4.03,1144,62,42,0,1
557.55,105,1896,25200.0,5,4.407,1498,62,37,1,0
151.59,110,1973,23018.76,3,4.355,1420,62,44,0,1
264.87,105,1598,18200.0,4,4.58,1170,63,42,0,1
532.23,150,1781,24570.0,3,4.149,1128,64,44,0,1
215.06,130,1896,24520.0,4,4.803,1465,62,36,1,0
253.61,125,1781,23420.0,3,4.152,1160,62,44,0,1
294.2,84,1248,14315.22,5,4.045,1127,63,42,0,1
270.63,100,2179,23649.0,2,5.681,1975,63,45,1,0
472.24,90,1598,17480.65,3,4.034,1095,38,17,1,0
557.26,140,1968,24635.0,5,4.204,1281,65,42,1,0
513.77,90,1493,12410.9,5,4.394,1195,61,43,0,1
252.4,80,1298,13085.29,3,3.61,1035,62,33,0,1
768.78,150,1995,28200.0,5,4.525,1631,62,42,1,0
367.64,150,1896,24280.89,5,4.479,1315,62,42,1,0
190.42,82,1199,16690.0,5,3.965,1035,61,42,0,1
342.55,90,1396,20445.7,5,4.31,1365,62,40,1,0
211.61,110,1587,17295.0,5,4.276,1268,64,43,0,1
296.87,110,1587,18270.0,5,4.202,1176,61,34,0,1
479.44,136,1997,26800.0,4,4.676,1580,28,9,1,0
269.69,90,1560,16550.0,5,3.95,1155,38,19,1,0
125.91,115,1560,19570.0,3,4.211,1262,63,45,1,0
241.8,100,1994,18811.68,5,4.48,1410,62,39,1,0
599.61,120,1560,24650.0,5,4.585,1370,62,39,1,0
287.87,120,1997,27620.0,5,4.805,1809,61,42,1,0
218.31,120,1997,29070.0,5,4.727,1661,61,42,1,0
423.08,120,1199,28250.0,5,4.447,1250,61,42,1,0
405.67,130,1598,26800.0,5,4.366,1490,62,44,1,0
305.62,102,1597,14003.58,5,4.4,1155,63,44,0,1
361.33,129,1870,24030.0,3,4.005,1495,63,26,1,0
342.47,100,2179,21136.0,5,4.749,1825,62,44,1,0
261.37,140,1991,31800.0,5,4.273,1360,61,27,1,0
490.31,130,1199,24780.0,5,4.365,1475,64,45,0,1
306.66,150,1910,23130.0,3,4.182,1210,60,42,1,0
375.81,109,2148,24766.0,5,4.748,1790,59,40,1,0
330.43,155,2496,33020.0,4,4.48,1505,63,33,1,0
361.78,75,2283,15973.03,5,4.615,1715,62,36,1,0
448.76,136,2184,19300.0,5,4.197,1304,63,36,1,0
257.58,90,1498,12891.0,5,4.425,1210,63,44,0,1
282.39,143,1905,18061.86,3,4.44,1545,61,42,0,1
327.39,75,1149,15765.0,5,4.228,1110,62,44,0,1
359.3,84,1598,14896.95,5,4.11,1120,29,9,0,1
242.84,105,1598,19800.0,5,4.515,1240,62,43,0,1
264.44,105,1598,20290.0,5,4.249,1195,33,15,0,1
231.14,100,1896,14206.0,5,3.953,1165,63,42,1,0
488.85,120,1598,23330.0,5,4.365,1399,62,43,0,1
389.23,132,1598,23900.0,5,4.44,1505,61,41,0,1
483.99,300,3387,91531.84,2,4.355,1470,61,43,0,1
410.07,90,1461,12630.0,5,4.081,1083,61,42,1,0
266.5,105,1197,21320.06,3,4.278,1316,61,42,0,1
350.95,120,1560,23900.0,5,4.253,1260,61,36,1,0
257.76,105,1910,14490.0,4,4.159,1235,60,37,1,0
254.89,86,1498,10390.0,3,4.074,1011,61,41,0,1
177.04,143,1968,36610.0,4,4.701,1515,62,43,1,0
260.95,101,1896,17010.0,5,4.507,1270,61,37,1,0
246.24,115,1598,21660.0,5,4.493,1445,61,42,0,1
368.21,87,1398,16450.0,3,3.698,1060,61,38,0,1
286.11,87,1753,19670.0,3,4.174,1218,61,38,0,1
247.63,120,1586,19483.47,5,4.15,1200,62,43,0,1
259.82,100,1596,17360.0,4,4.382,1131,63,44,0,1
72.27,125,1199,16200.0,5,4.316,1387,62,43,0,1
472.9,105,1896,20430.0,5,4.572,1310,61,28,1,0
345.68,100,1896,23970.0,5,4.152,1260,61,42,1,0
195.72,90,1560,19005.0,5,4.276,1290,61,29,1,0
264.76,90,1997,21036.0,5,4.276,1300,61,35,1,0
263.13,135,1997,22110.0,5,4.695,1737,62,20,0,1
