Premium,Value_vehicle,Length,Weight,Age,Driving_experience
453.37,27510.0,4.703,1387,56,37
345.32,19923.2,4.475,1561,55,36
356.86,14778.89,4.6,1557,55,36
831.2,23000.0,4.315,1407,54,19
292.78,26560.0,4.493,1530,56,19
377.27,30950.0,5.68,1938,55,36
272.58,19035.0,4.209,1165,55,34
283.39,18840.0,4.419,1328,54,32
469.84,15948.0,4.363,1100,54,29
388.17,21463.79,4.275,1195,55,36
514.98,13740.0,4.061,1089,57,14
441.14,27585.0,4.355,1425,52,34
281.26,10325.0,4.02,1090,54,36
283.41,10325.0,4.02,1090,54,36
331.14,24500.0,4.47,1360,53,35
295.32,22500.0,4.214,1280,53,35
325.0,15025.0,4.28,1090,53,18
280.23,14270.08,4.14,1170,57,23
275.38,29000.0,4.641,1440,53,34
275.72,25865.0,4.35,1612,54,30
350.68,14625.0,4.163,1159,55,21
239.45,25950.0,4.239,1310,55,37
329.32,25200.0,4.407,1498,55,35
258.64,22133.0,4.276,1300,58,39
238.89,19370.0,4.202,1243,52,31
400.94,21049.99,4.159,1160,54,33
538.3,21700.0,4.149,1232,54,16
556.65,22595.0,4.204,1287,56,35
312.16,12850.0,3.839,1035,56,35
296.77,27655.0,4.634,1666,56,35
443.72,31730.0,5.309,2060,56,37
461.22,24875.94,4.355,2000,53,24
402.56,25427.2,5.477,1827,54,33
281.44,19653.1,4.51,1310,52,31
327.37,15626.31,4.615,1820,54,36
339.25,17120.0,4.052,1125,53,30
240.14,12197.04,3.953,1131,50,30
287.94,25427.0,5.099,2175,52,34
241.05,17504.26,4.052,1120,52,14
254.46,12655.0,4.28,1090,53,34
564.59,46090.0,4.754,2247,54,34
373.77,24635.0,4.204,1281,54,23
227.31,14300.0,3.715,1030,53,24
312.43,14873.3,3.953,1165,53,31
401.1,19100.0,4.202,1355,52,19
194.39,25816.27,4.62,1754,54,35
362.72,42755.0,4.685,1810,52,19
241.39,18676.0,4.276,1300,52,27
348.91,22600.0,4.467,1444,52,21
292.78,19250.0,4.315,1250,57,36
342.81,25600.0,4.315,1400,54,31
446.1,20050.01,4.372,1344,53,33
240.55,31700.0,4.455,1525,51,32
324.45,14310.0,3.822,1049,51,32
277.19,17964.25,4.02,1273,52,34
259.9,19100.0,4.249,1195,52,30
228.16,15750.0,4.065,1105,53,34
394.23,16225.0,4.188,1159,53,28
939.06,31550.0,4.447,1315,53,28
286.67,11310.0,3.822,1025,48,26
337.23,27336.19,6.535,2310,55,29
340.64,30375.15,4.515,1400,55,29
355.34,16670.0,4.184,1259,51,31
460.77,28928.51,5.135,1841,52,34
353.6,16540.0,4.129,1145,51,29
381.07,14873.3,3.953,1165,53,16
248.14,14714.69,3.972,1055,53,26
411.44,18863.03,4.03,1410,54,32
398.23,26838.0,4.955,1830,53,32
330.25,16179.95,3.953,1169,52,22
556.98,16000.0,4.202,1345,52,32
326.7,23650.0,4.276,1290,54,35
290.77,18790.0,4.503,1250,51,28
289.12,21143.61,5.858,1590,51,28
420.83,24450.0,4.33,1310,56,38
280.55,17385.0,4.209,1175,56,35
223.77,8150.0,4.013,1087,58,39
251.3,23900.0,4.36,1465,58,39
234.61,20602.69,4.02,1090,58,39
270.63,14043.67,4.167,1078,58,22
347.19,23920.0,4.467,1553,55,16
254.35,13312.42,4.278,1105,56,33
314.26,15310.0,4.28,1129,57,38
212.02,23570.0,4.703,1457,53,35
310.94,22417.75,4.152,1255,57,34
241.24,20950.0,4.358,1269,54,29
438.41,21270.0,4.295,1215,57,35
229.66,19790.0,4.202,1243,55,35
134.17,27106.88,4.748,1790,55,34
536.01,29370.0,4.239,1335,55,37
403.04,20205.0,4.342,1415,54,30
347.07,21100.0,4.337,1310,54,36
298.83,17110.0,4.555,1596,53,32
189.16,17700.0,3.666,1122,55,36
186.33,16206.0,3.953,1165,53,35
307.9,31527.64,4.329,1420,52,34
334.73,12571.75,3.977,1053,54,35
438.87,21300.01,4.31,1282,54,35
281.09,31740.0,4.731,1420,54,35
312.82,23810.0,4.493,1445,53,34
341.84,24596.34,4.467,1474,53,34
299.22,21625.0,4.56,1241,53,28
238.79,17280.0,4.137,1311,52,32
297.51,32650.0,4.727,1661,52,33
514.29,23100.0,4.271,1355,52,29
354.84,23900.0,4.36,1465,52,33
707.09,22200.0,4.33,1418,52,33
375.66,35243.35,4.49,1420,51,32
307.09,17820.0,4.337,1335,53,35
796.15,51790.0,4.754,2229,51,33
179.64,22110.0,4.259,1430,52,25
446.08,26060.0,4.782,1873,51,33
212.4,11000.0,4.237,1036,52,28
512.06,27249.63,4.476,1388,51,33
288.99,18943.0,4.276,1300,51,31
360.4,18090.0,4.342,1357,51,28
294.63,13716.0,3.977,1028,53,33
257.0,19695.0,4.498,1240,53,34
200.17,15740.0,4.03,1197,51,32
253.63,24160.0,4.576,1315,49,31
206.29,15690.0,4.11,1205,50,31
299.98,21230.0,4.6,1485,49,29
239.31,18191.0,4.322,1160,49,29
269.33,25080.0,4.467,1553,50,31
305.98,15280.0,4.137,1267,53,33
220.03,16850.0,3.95,1025,52,34
748.4,27570.0,4.428,1395,51,24
278.44,11695.7,3.817,1160,46,26
310.49,15475.0,3.635,1065,51,32
353.56,15416.0,4.82,1689,47,29
307.89,24415.03,5.585,1951,52,31
398.52,16666.05,4.16,1660,39,20
319.64,23600.0,3.635,1175,48,28
441.5,25950.0,4.239,1310,52,33
312.19,24026.0,4.782,1677,48,27
296.44,14260.0,3.999,1105,51,19
314.38,15650.0,3.752,1090,50,31
266.82,20725.0,4.372,1351,51,19
226.4,12620.0,3.822,1010,49,19
313.88,12573.17,4.49,1505,49,21
304.67,22963.45,3.606,1085,47,24
311.41,20840.0,4.355,1290,45,26
329.13,19751.12,4.315,1250,44,25
258.01,21851.0,4.782,1754,47,28
473.67,25625.0,5.931,1732,46,27
466.61,14406.0,3.953,1057,34,16
299.65,23740.0,5.201,1978,48,29
317.66,20205.0,4.342,1415,46,26
317.05,17780.0,4.252,1354,47,24
651.34,14406.0,3.953,1057,37,16
349.98,26546.7,4.615,1415,48,26
277.27,15910.0,4.308,1577,45,23
301.89,13480.0,3.839,1003,45,23
548.67,27072.63,4.253,1164,48,16
289.57,15045.02,4.61,1710,40,13
359.17,27180.0,5.651,1939,40,13
334.07,16360.0,4.174,1083,61,40
219.69,11980.0,3.953,1049,44,23
239.44,17180.0,4.174,1211,45,19
223.91,16377.58,4.355,1220,44,23
303.41,27625.0,4.273,1360,46,24
333.92,12285.0,3.953,1090,46,24
921.99,20000.01,4.359,1205,41,21
272.49,13900.0,3.916,1089,43,16
369.27,14625.0,4.163,1159,43,24
313.36,14050.0,3.916,1067,40,20
339.12,42500.0,4.72,1540,42,22
90.09,28000.0,4.471,1450,41,23
449.75,13850.0,3.999,1130,42,22
406.15,25816.27,4.62,1754,41,21
222.61,18090.0,4.342,1357,44,24
83.14,29330.0,5.358,1620,55,35
422.05,36262.7,4.803,1855,55,36
265.21,22370.0,4.223,1310,55,36
241.38,36262.7,4.803,1855,55,36
447.09,28451.91,4.471,1450,53,34
355.59,22900.0,4.22,1105,54,32
324.13,16830.0,4.202,1176,54,19
460.05,23050.0,4.52,1493,53,35
252.17,20350.0,4.202,1279,55,36
366.36,17597.63,4.315,1220,55,37
212.99,20800.0,4.498,1200,55,35
193.34,18721.53,4.524,1312,54,31
305.15,24137.28,4.993,1770,63,35
277.66,14850.0,4.108,1165,54,36
347.2,12571.75,3.977,1053,53,32
229.01,12450.0,3.822,1025,59,35
273.38,22330.0,4.419,1428,56,31
420.52,27450.0,4.703,1387,52,34
405.6,13650.0,4.108,1155,55,37
493.71,27205.0,4.747,1485,55,37
348.53,18624.0,4.52,1230,53,35
395.03,38700.0,4.63,1450,48,29
251.2,24480.0,4.467,1553,56,34
269.84,19140.0,3.931,1105,53,35
158.95,25110.29,4.38,1540,57,37
326.1,16250.0,4.174,1096,52,33
280.69,23000.0,4.455,1881,56,34
266.1,15728.49,4.252,1240,55,36
367.35,22750.0,4.598,1350,56,38
257.34,15313.79,4.355,1180,54,36
256.49,16250.0,4.18,1130,53,34
445.45,14570.0,4.052,1040,53,34
269.78,27915.0,4.467,1553,53,35
225.49,17085.0,4.42,1245,52,34
444.45,24050.12,4.44,1305,53,33
275.48,21750.0,4.567,1296,52,34
230.14,18535.21,4.02,1060,54,36
258.65,27557.0,4.51,1541,52,33
263.15,24500.0,4.596,1450,56,37
111.15,23374.92,4.325,1180,53,35
100.78,14751.0,4.108,1191,53,35
346.95,35500.0,3.655,1140,53,35
225.38,22110.0,4.259,1430,54,35
256.13,23550.0,4.276,1247,53,34
367.55,26800.0,4.676,1580,51,32
412.62,17930.0,3.999,1134,27,9
294.18,19980.0,4.44,1415,54,30
373.39,10330.0,4.057,1033,52,33
731.03,28670.01,4.963,1845,54,35
393.04,35200.0,4.574,1712,55,36
417.02,20419.59,4.569,1570,55,36
231.5,21005.0,4.276,1290,53,32
214.41,11780.0,3.97,1107,63,29
432.14,17747.89,4.48,1242,63,29
230.55,15476.06,4.21,1060,32,9
272.0,17460.0,4.108,1280,54,27
333.62,14280.0,4.03,1139,52,34
258.11,16407.63,4.355,1205,52,33
185.24,14840.0,3.999,1105,54,22
252.79,26950.0,4.294,1324,53,35
288.71,19790.0,4.202,1243,80,54
320.07,18770.0,4.235,1351,52,34
381.46,39878.11,4.775,1440,53,32
271.66,14297.5,4.253,1395,52,34
180.43,49100.0,4.63,2170,51,33
258.57,17050.0,4.147,1245,52,32
257.94,19860.0,4.137,1220,53,34
343.91,24580.0,3.883,1270,53,35
293.01,21190.0,4.204,1251,52,34
290.18,21510.0,4.259,1340,53,34
615.26,37000.0,4.53,1696,51,31
114.1,22320.01,4.232,1346,51,32
277.03,21636.44,4.152,1270,47,28
156.06,23390.0,4.779,1435,52,33
278.95,22125.71,4.406,1513,48,30
305.94,25404.78,4.675,1361,52,34
251.46,12945.8,4.278,1190,52,31
378.27,21700.0,4.5,1260,51,22
272.78,16332.0,3.953,1169,52,34
270.44,18589.3,4.317,1320,52,34
295.5,34200.0,4.43,1373,52,33
433.36,20670.0,4.249,1305,52,32
553.01,38027.0,4.526,1465,53,35
235.06,15670.0,4.03,1139,53,35
285.4,16245.0,4.052,1125,54,34
194.6,18010.0,4.174,1216,53,34
486.09,21890.66,5.62,1900,55,32
303.71,14297.5,4.253,1395,53,34
336.77,17240.0,4.137,1206,53,34
264.76,29485.0,4.475,1425,54,35
430.06,19518.47,4.175,1075,51,32
303.98,22133.0,4.276,1300,51,33
710.48,36776.0,4.41,1430,51,32
419.52,23349.32,4.152,1255,53,26
354.71,43900.0,4.841,1585,53,34
354.9,25175.0,4.925,2078,51,33
428.67,18943.0,4.276,1300,25,7
469.75,12571.75,3.977,1053,51,31
285.35,13650.0,4.28,1035,50,32
263.09,14965.2,4.129,1055,52,32
245.46,19620.0,4.587,1249,51,32
271.14,19790.0,4.202,1243,51,32
416.5,14165.82,4.045,1029,50,32
312.29,16150.0,4.03,1205,51,33
460.13,51790.0,4.754,2229,52,33
269.46,18595.0,4.209,1190,52,27
358.11,16150.0,4.26,1182,51,31
331.27,19720.0,4.315,1249,54,34
247.5,19128.0,4.727,1610,50,32
320.49,16380.0,4.03,1144,50,32
300.68,55600.0,4.667,2105,52,33
402.26,36610.0,4.178,1260,52,33
310.91,16654.05,4.616,1787,52,33
354.55,18446.75,4.11,1205,52,32
266.15,20028.13,5.005,1780,51,33
247.92,20103.85,4.52,1340,51,33
534.46,64700.0,4.612,1735,51,30
193.82,17826.0,4.4,1240,51,32
263.35,12495.0,3.85,1005,51,29
147.92,14240.0,3.953,1128,51,29
273.16,21160.0,4.731,1491,52,29
324.98,19442.74,4.152,1165,52,33
195.93,18340.0,4.202,1243,80,48
185.48,22290.0,4.428,1391,51,33
363.11,39750.94,4.58,1425,76,55
255.75,19420.0,4.137,1295,51,33
167.34,14710.0,3.822,1049,51,33
286.49,19950.0,4.358,1263,51,33
247.35,16897.0,4.425,1160,50,32
400.43,22810.0,4.782,1678,49,30
430.76,20075.0,4.522,1401,51,32
323.49,19800.0,4.26,1200,52,32
260.11,22650.0,4.698,1475,49,31
376.69,22575.0,5.099,1865,53,27
268.15,27005.0,4.925,2003,53,27
224.17,23650.0,4.276,1290,50,31
353.24,28000.0,4.52,1649,51,30
355.91,26545.0,4.475,1379,54,35
284.01,22400.0,4.5,1260,51,33
169.34,21300.01,4.31,1282,48,27
251.38,29010.0,4.547,1395,52,34
381.12,21180.0,4.834,1737,50,31
336.47,27285.95,4.61,1915,51,33
303.1,24720.0,4.467,1553,50,32
106.11,21005.0,4.276,1290,50,31
229.06,16630.0,4.03,1144,51,33
337.63,29100.0,4.676,1580,50,31
347.26,14807.77,4.167,1078,51,32
330.73,19260.0,4.22,1230,51,33
525.12,20060.0,4.276,1293,49,28
328.66,18790.0,4.503,1250,50,32
393.81,22058.59,4.819,1590,52,33
287.85,17740.0,4.26,1182,50,29
597.54,26000.0,4.227,1310,50,31
185.78,19100.0,4.122,1170,51,27
523.36,25850.0,4.38,1385,50,32
366.1,14617.22,4.167,1112,51,27
485.51,25040.0,4.778,1473,51,32
214.85,18740.0,4.488,1381,52,34
299.3,15670.0,4.03,1139,50,31
196.27,36770.25,4.417,1535,50,31
326.73,16160.0,4.26,1263,50,32
190.81,22150.01,4.329,1275,49,26
359.0,22290.0,4.428,1391,60,42
341.59,15830.0,4.315,1221,52,33
303.87,26720.0,4.765,1454,50,31
275.54,14690.0,3.992,1130,50,30
353.26,27500.0,4.68,1375,50,31
302.22,29850.0,4.299,1455,50,28
336.26,11450.0,3.92,1030,49,31
296.86,29700.0,4.377,1461,51,32
285.84,20720.0,4.199,1266,50,31
266.61,14800.0,4.025,1370,49,31
257.26,17850.0,4.184,1259,38,20
266.52,17490.0,4.03,1205,46,27
326.74,9495.99,4.074,1071,50,30
283.75,13624.94,4.184,1145,49,31
517.29,22400.0,4.5,1260,51,28
323.82,22850.0,4.278,1501,51,33
217.33,13090.04,4.02,1185,51,32
263.05,37625.0,4.64,1580,51,32
269.96,24780.0,4.365,1475,48,29
408.24,24955.05,4.292,1320,51,32
465.64,15340.0,4.02,1090,51,31
303.12,19200.0,4.46,1245,40,22
357.62,12873.68,4.108,1185,49,29
632.28,23462.31,4.175,1230,49,29
277.46,18450.0,4.197,1175,43,24
281.32,20700.86,3.709,1090,52,33
219.23,18582.62,4.253,1505,50,31
290.11,18750.0,4.18,1355,47,28
312.81,32448.64,4.697,1855,50,28
356.39,25655.0,4.449,1380,49,27
301.7,14350.0,3.999,1160,49,29
452.29,23480.0,4.74,1460,50,23
237.87,12495.0,4.03,1040,50,32
480.99,21910.0,4.259,1340,48,30
223.13,18410.0,4.227,1139,51,20
599.1,23130.0,3.962,1160,51,32
550.82,47423.11,4.818,1680,49,29
333.19,29720.0,4.295,1585,49,29
318.52,24050.0,4.782,1781,49,31
427.23,37558.4,6.509,1905,49,30
243.49,13326.0,3.953,1094,49,29
252.86,18250.0,4.385,1245,48,25
313.44,29600.0,4.524,1671,48,30
201.24,13498.73,4.11,1155,50,31
315.43,26650.0,4.273,1235,50,21
459.08,17700.0,4.46,1180,49,31
200.47,13150.0,4.045,1035,48,29
358.57,16768.24,4.394,1155,46,28
304.68,12905.0,3.953,1034,52,33
255.47,10812.21,4.475,1170,49,29
345.8,18598.0,4.188,1200,49,31
210.48,9772.46,4.074,1081,49,28
168.91,17920.0,4.035,1095,49,30
303.58,12380.0,3.916,1021,49,29
108.7,22310.0,4.419,1421,49,31
481.33,23320.0,4.344,1420,51,33
262.92,23349.32,4.152,1255,50,30
172.3,17339.99,4.135,1163,48,28
242.92,13326.0,3.953,1094,49,30
269.08,20610.0,4.29,1195,48,28
304.27,22200.0,4.698,1315,49,31
311.57,27510.0,4.83,1538,39,20
230.4,16550.0,4.065,1145,55,27
215.37,14556.51,4.29,1139,54,21
170.75,25650.0,4.5,1720,50,30
534.22,22330.01,4.549,1247,49,11
187.1,19750.0,4.197,1273,41,23
215.99,24700.0,4.665,1276,41,23
298.31,24410.0,4.493,1530,43,18
234.02,14286.0,3.953,1165,41,20
314.52,23210.0,4.259,1430,41,18
391.64,21610.0,4.276,1322,33,12
268.5,17095.0,4.184,1197,41,22
380.57,15766.65,3.953,1144,40,22
243.18,11449.28,4.035,1020,40,22
426.05,26952.28,4.527,1539,40,22
201.92,20950.0,4.358,1269,39,16
347.99,30250.01,4.394,1331,38,20
292.01,15900.0,4.274,1182,38,18
315.03,16830.0,4.202,1176,36,17
513.2,18770.0,4.202,1243,38,15
308.18,15956.87,4.129,1095,54,29
366.52,16416.55,4.167,1165,35,16
200.36,15260.0,3.999,1085,38,16
347.49,26970.0,4.256,1271,35,16
563.56,35183.25,4.479,1570,35,16
268.82,26789.03,4.65,1640,34,15
382.03,34090.04,4.343,1440,62,38
331.62,16781.0,4.188,1204,62,38
307.08,17700.0,4.168,1290,60,32
326.32,21600.0,4.329,1205,66,36
275.36,15820.0,4.204,1154,61,38
370.21,16450.0,4.278,1485,58,28
394.05,15656.37,4.187,1270,59,37
375.73,21670.0,4.495,1495,27,8
454.62,19035.0,4.439,1286,27,8
316.65,13162.17,4.108,1185,55,36
299.83,18650.0,4.337,1299,44,19
376.69,23765.39,4.525,1383,58,33
236.11,15820.0,3.999,1105,59,37
456.56,29615.0,4.782,1678,60,41
389.8,20120.0,4.44,1415,55,31
555.14,20650.01,4.059,1243,56,38
224.61,14860.02,3.642,1304,60,41
246.17,23785.0,4.618,1385,58,39
228.54,14337.11,4.14,1160,60,41
264.83,23776.04,4.355,1915,60,41
246.15,22075.17,4.435,1340,60,41
264.08,27700.0,4.443,1509,60,41
284.1,20225.0,4.204,1287,57,39
288.49,34170.0,4.526,1430,57,39
268.25,17780.0,4.252,1354,55,37
223.45,18670.0,4.046,1290,57,39
225.6,21250.0,4.63,1360,57,39
511.38,27539.59,5.188,1625,57,30
656.44,25288.96,4.234,1270,59,35
240.53,18613.34,4.245,1470,57,38
273.11,21930.0,4.731,1430,58,25
237.14,21930.0,4.731,1430,58,25
273.0,20770.0,4.202,1279,57,38
224.73,13642.97,4.355,1545,57,38
301.06,21966.99,4.51,1425,56,37
234.48,23450.0,4.302,1215,56,36
179.44,17231.02,4.03,1417,55,28
299.43,23080.0,4.745,1425,55,30
261.76,25921.0,4.47,1590,54,18
226.68,21700.0,4.26,1200,53,33
248.66,24900.0,4.262,1300,53,33
258.49,17650.0,4.03,1205,54,23
302.4,13594.44,4.33,1065,57,38
264.07,27750.23,4.355,1920,60,42
229.46,10500.0,4.235,1005,60,21
259.4,11695.7,3.817,1160,59,38
343.08,20840.0,4.26,1205,62,33
281.9,23138.97,4.697,1850,60,42
275.78,25800.0,4.83,1538,60,42
298.03,23450.0,4.302,1215,60,42
249.54,27800.0,4.778,1496,58,37
276.29,23750.0,4.276,1318,58,39
331.27,17608.77,4.052,1170,61,40
240.71,24340.99,4.355,1915,59,41
142.56,22315.0,4.38,1360,59,41
191.91,16240.0,4.021,1163,57,39
241.16,19570.0,4.211,1262,57,39
261.79,14240.0,3.897,1135,56,38
237.51,14625.0,4.163,1159,57,38
331.41,29010.0,4.547,1395,57,39
257.82,29010.0,4.547,1395,57,39
289.21,23525.0,4.36,1268,57,39
939.35,12630.0,4.081,1083,52,30
320.46,22550.0,4.204,1371,57,33
411.53,24750.01,4.248,1320,55,37
302.28,28569.72,4.476,1451,53,34
370.17,25560.0,5.651,1968,53,34
247.41,18740.0,3.965,1150,53,34
274.65,22850.0,4.276,1290,53,35
249.72,24160.0,4.576,1315,54,36
299.33,26580.0,4.782,1678,54,34
538.78,70075.0,5.052,2527,54,34
638.85,23350.0,4.159,1165,55,36
220.16,14570.0,4.11,1145,74,55
376.4,24080.0,4.572,1335,53,27
242.76,26000.0,4.227,1310,52,33
213.3,14070.0,4.129,1080,45,25
232.37,23700.0,4.598,1350,45,25
264.6,13725.0,4.515,1180,53,18
312.18,20460.0,4.44,1595,52,27
259.0,24972.0,4.635,1915,53,35
242.79,18734.99,4.38,1407,51,33
316.56,26150.0,4.611,1428,52,33
268.25,17810.6,4.31,1258,52,16
261.62,25040.0,4.899,1841,51,33
208.93,14549.0,4.61,1710,51,33
254.94,31960.75,4.829,1655,51,33
289.11,29859.59,5.188,1655,51,33
153.04,27381.0,4.567,1984,58,25
322.4,15690.0,4.11,1205,57,32
264.15,54100.0,4.877,1710,77,56
331.79,35300.0,4.488,1395,75,51
340.01,32900.0,4.52,1655,67,45
248.96,23000.0,3.655,1140,54,36
271.74,18950.0,4.137,1311,41,22
247.45,17480.0,4.174,1122,42,15
554.16,38502.79,4.569,1740,44,24
248.13,39550.0,4.795,1540,73,52
115.21,42658.4,4.541,1575,68,43
501.74,21090.0,4.204,1287,49,26
250.55,22600.0,4.467,1444,43,23
293.17,23880.0,4.152,1260,41,16
643.3,31961.1,4.842,1513,54,36
319.86,25150.0,4.323,1331,54,35
389.37,22562.0,4.66,1630,57,27
247.83,13913.43,4.05,1050,55,34
320.81,19889.0,4.315,1290,55,34
358.17,19500.0,4.282,1405,53,29
317.24,17560.0,3.999,1113,52,34
423.82,41620.0,4.748,1965,55,34
289.95,14685.0,3.916,1021,55,34
284.51,25300.0,4.467,1474,54,32
1020.21,35634.5,5.14,1825,53,35
264.08,18850.0,4.317,1560,54,36
284.48,14793.43,4.167,1106,54,35
543.71,23255.68,4.89,1725,57,33
332.56,12620.0,3.817,1065,56,33
364.54,29200.0,4.325,1685,51,32
324.2,20043.75,4.149,1296,54,36
458.86,28710.0,4.769,1424,54,36
295.76,21910.0,4.259,1340,49,27
353.77,23785.0,4.618,1385,54,35
328.41,12046.0,3.953,1057,53,34
297.38,15386.0,3.953,1165,55,37
481.24,29515.0,5.135,1720,53,35
469.93,22562.0,4.66,1630,53,32
546.0,21000.0,4.731,1421,52,33
200.4,16950.01,4.061,1170,52,33
269.25,13878.4,3.977,1053,52,32
320.12,27510.0,4.703,1387,54,35
358.26,16695.0,4.25,1358,54,35
882.42,19170.0,4.209,1190,54,35
292.05,14938.0,3.953,1106,53,32
205.31,17970.0,4.249,1275,53,31
331.25,17190.0,4.061,1090,54,32
302.07,16445.0,3.999,1108,53,35
258.87,20265.0,4.333,1344,52,33
355.09,13450.65,4.12,1225,52,29
228.63,23700.0,4.159,1275,53,32
321.99,18009.23,4.315,1250,53,33
210.68,18009.23,4.315,1250,53,33
356.76,30700.0,4.41,1415,53,32
278.29,18750.0,4.329,1200,55,33
328.74,20430.0,4.572,1310,53,33
378.21,23349.32,4.152,1255,55,25
440.64,25260.0,5.651,2058,53,32
266.0,16830.0,4.202,1176,53,29
327.52,29010.0,4.547,1395,52,30
385.5,36050.0,4.526,1465,53,35
359.2,22822.07,4.39,1410,53,29
413.15,19990.0,4.249,1325,53,34
415.07,18009.23,4.315,1250,54,20
312.55,19300.0,4.51,1320,54,29
444.18,28700.0,4.48,1425,49,30
231.66,15420.0,3.85,1005,54,25
440.23,16590.0,3.965,1040,51,32
335.31,17014.0,4.276,1240,51,31
258.42,14570.0,3.897,1065,50,27
286.15,22295.98,4.068,1281,50,27
396.72,20460.0,4.44,1595,49,31
303.37,22900.0,4.22,1105,51,32
206.73,28300.0,4.262,1395,53,34
236.88,17950.0,4.2,1290,53,35
322.36,17489.0,4.425,1360,51,30
468.08,27045.54,4.795,1370,52,32
378.75,18740.9,4.33,1170,53,31
391.36,28159.39,4.458,1265,53,33
388.48,28300.0,4.262,1395,54,35
267.27,21245.0,4.333,1416,53,25
338.36,22340.0,4.419,1355,52,34
324.06,25000.0,4.259,1365,52,34
282.29,27625.0,4.273,1360,53,33
383.53,18932.0,4.493,1474,52,25
545.19,19120.0,4.276,1228,53,13
294.22,32580.87,4.72,1495,53,30
288.54,15467.72,4.253,1395,53,34
383.25,17480.0,4.174,1122,56,28
401.77,36250.0,4.531,1420,51,29
289.23,14310.0,3.925,1085,51,29
521.68,18340.0,4.202,1243,53,24
294.94,21949.37,4.38,1410,51,33
592.91,28451.54,4.31,1315,52,34
310.76,18010.0,4.174,1216,50,32
319.47,22490.0,4.152,1160,53,30
298.8,24995.0,4.476,1388,50,25
608.29,28830.0,4.278,1361,50,25
290.05,18090.0,4.342,1357,50,32
636.08,34100.0,4.439,1505,50,28
645.06,25500.0,4.52,1574,52,29
207.11,18991.98,4.4,1260,52,34
248.05,14800.0,4.025,1370,51,33
458.07,24327.05,4.408,1575,51,33
459.96,27050.0,4.611,1428,52,31
295.54,17590.0,4.03,1197,50,15
373.13,29615.0,4.719,1736,51,29
279.7,18765.0,4.342,1388,51,33
335.3,30175.0,4.745,1486,51,30
348.86,21450.0,4.259,1340,49,30
264.1,22750.0,4.149,1128,52,34
353.54,18997.99,4.495,1470,51,32
287.69,13050.0,3.825,1112,49,27
447.59,20180.0,4.174,1204,49,27
507.95,15315.0,4.167,1152,50,31
311.46,24480.0,4.467,1553,53,28
285.93,25690.0,4.214,1340,49,31
333.42,22410.0,4.419,1421,35,15
318.77,16670.0,4.184,1259,52,25
404.19,35750.0,4.796,1615,52,26
330.04,21230.0,4.6,1485,52,32
324.22,17194.96,4.33,1110,50,29
338.43,15235.0,4.159,1305,50,29
277.31,16991.0,4.188,1172,35,17
322.16,16991.0,4.188,1172,35,17
437.91,17430.0,4.253,1305,51,12
314.2,15690.0,4.11,1205,51,33
338.28,16540.0,4.129,1145,50,30
424.43,46000.0,4.638,2100,52,32
293.26,26800.0,4.676,1580,49,31
352.54,20150.0,3.635,1165,49,22
310.7,18540.0,4.436,1150,51,31
298.89,33903.09,4.78,1500,51,31
316.35,16894.45,4.56,1413,49,31
313.31,16437.68,4.48,1413,49,31
450.62,18850.0,4.317,1560,48,26
291.3,25650.0,4.496,1460,49,29
167.75,19250.0,4.168,1250,51,31
483.68,28451.91,4.471,1450,49,30
483.88,34504.2,7.012,2342,51,30
419.09,21650.0,4.329,1275,50,26
306.52,13590.0,3.835,1025,49,30
378.75,28540.01,4.529,1495,49,30
273.52,22100.0,4.703,1319,46,27
236.46,15420.0,3.999,1180,46,27
378.55,37380.0,4.795,1520,51,32
317.49,17095.0,4.184,1197,48,26
292.11,18000.0,4.285,1167,48,28
422.41,24270.0,4.152,1160,48,28
406.81,12431.45,3.815,1030,47,29
452.46,23700.0,4.253,1164,48,27
227.55,16310.0,4.507,1205,48,27
346.27,31610.0,4.586,1430,49,31
356.36,16750.0,3.941,1079,47,28
316.7,19760.0,4.276,1277,49,24
320.07,15065.0,4.027,1090,50,26
315.91,19165.0,4.38,1410,49,31
301.1,22500.0,4.209,1270,48,29
293.88,19165.0,4.38,1410,49,31
321.8,20645.0,4.209,1250,46,27
369.76,17820.0,4.26,1200,48,29
312.34,19230.0,4.315,1205,47,23
626.59,26800.0,4.676,1580,45,25
367.97,13910.0,3.962,1035,48,27
255.94,22440.0,4.202,1335,50,28
587.18,17293.14,4.147,1245,49,30
347.64,42658.4,4.541,1575,48,29
304.05,27600.0,4.691,1437,49,29
391.42,29337.59,5.188,1689,44,25
209.82,21230.0,4.6,1485,50,32
305.28,24130.64,4.152,1260,47,27
484.61,29850.0,4.342,1365,44,24
348.73,18270.0,4.202,1176,48,28
461.07,23115.0,4.735,1525,47,23
269.07,27440.0,4.286,1335,47,24
370.12,22739.61,4.317,1475,48,29
383.12,16590.0,4.454,1390,48,27
867.68,42050.0,4.652,1465,30,10
373.77,21100.0,3.606,1085,47,24
289.27,20745.0,4.209,1195,57,34
502.72,23015.0,4.47,1205,46,23
526.28,24502.0,4.406,1430,47,29
165.99,19610.0,4.282,1351,47,25
350.26,25000.0,4.357,1453,35,17
280.55,13725.7,3.715,1085,47,25
489.83,28451.91,4.471,1450,48,29
545.07,22200.0,4.387,1306,48,29
330.48,21590.0,4.211,1261,46,25
299.44,20350.0,4.22,1515,47,26
