Premium,Value_vehicle,Length,Weight,Age,Driving_experience
313.4,21545.0,4.204,1251,46,19
442.78,31500.0,4.501,1874,57,20
373.61,16825.0,3.969,1043,31,9
461.79,22500.0,4.248,1403,61,16
231.29,21110.0,4.29,1195,58,15
486.68,27500.0,4.59,1560,52,16
504.93,27500.0,4.59,1560,52,16
261.32,20720.0,4.355,1290,33,15
317.3,12230.6,4.11,1155,63,44
922.41,18104.29,4.655,1745,29,11
333.46,31317.0,4.72,1851,64,44
89.87,19700.0,4.157,1145,36,15
274.58,20520.0,4.03,1244,42,23
223.1,16487.3,3.85,1065,49,25
247.3,14158.0,3.76,1065,49,25
297.28,13600.0,4.027,1064,58,39
292.94,24467.2,4.675,1375,51,29
237.58,12300.0,3.88,1030,66,27
268.99,14436.31,3.985,1030,32,11
374.03,18340.0,4.202,1243,33,14
564.53,17930.0,4.263,1206,57,24
451.55,22810.0,4.259,1430,33,9
320.25,19265.0,4.597,1252,57,19
233.06,19220.0,4.174,1241,54,27
240.46,23350.0,4.495,1360,54,17
230.43,20587.99,4.11,1235,58,17
318.65,24180.0,5.651,1937,53,27
435.04,18140.01,4.062,1071,59,36
375.84,22500.0,4.209,1270,39,21
223.26,23440.14,3.838,1325,39,21
447.1,26624.84,4.48,1360,52,16
296.46,19790.0,4.202,1243,60,19
324.04,23950.0,4.47,1489,62,41
243.27,17120.0,4.052,1125,36,17
235.15,22145.0,4.5,1310,70,51
361.98,18040.0,3.941,1075,51,13
308.74,18598.0,4.188,1200,52,19
140.54,20125.0,4.36,1257,53,19
266.08,10795.0,4.235,1005,46,19
227.43,16060.0,4.342,1242,44,23
490.24,28300.0,4.262,1395,24,6
339.72,19190.0,4.26,1182,47,18
368.01,18340.0,4.202,1243,34,14
319.0,23850.0,4.59,1530,34,14
197.41,16190.0,4.28,1188,53,26
276.22,9772.46,4.074,1081,52,26
630.96,15100.0,4.062,1059,26,7
346.3,22270.0,4.29,1333,29,8
317.02,17477.43,4.02,1145,35,16
181.52,17477.43,4.02,1145,35,16
272.67,20860.0,4.333,1344,59,25
359.52,27700.0,4.972,1860,51,32
209.66,13924.0,4.108,1155,51,32
217.19,15160.0,3.822,1049,51,32
496.51,21600.0,4.329,1205,38,19
477.39,14080.0,3.925,1050,55,35
249.28,16209.0,4.108,1280,66,20
558.85,24700.0,4.271,1355,66,20
280.38,23450.0,4.458,1429,66,20
420.25,21230.0,4.6,1485,43,15
321.17,19935.0,4.204,1173,51,20
297.4,12140.44,3.995,1060,44,15
293.16,23926.29,4.355,1835,56,15
371.54,19495.0,4.38,1360,52,19
347.17,19808.23,4.282,1319,52,19
300.98,15600.0,3.792,1185,54,20
444.18,22600.0,4.315,1315,59,20
225.35,16140.0,4.174,1349,44,17
461.27,18940.0,4.274,1182,59,15
258.54,20265.0,4.342,1371,47,16
219.79,18810.0,4.211,1204,49,17
286.32,14920.0,3.999,1108,28,8
255.11,11954.13,3.745,1034,52,27
231.34,16060.0,4.042,1318,47,22
514.11,22642.82,4.72,1775,46,26
280.44,16332.0,3.953,1169,54,31
259.93,18943.0,4.276,1300,52,19
353.74,20910.0,4.522,1508,56,19
375.71,25390.0,4.676,1437,41,11
302.28,21540.0,4.522,1523,50,27
315.9,13529.0,4.108,1155,53,22
289.87,15150.0,4.436,1090,53,20
245.16,17910.16,4.355,1300,52,19
438.62,18990.0,4.165,1233,58,32
370.19,10650.0,3.88,1030,58,32
305.2,21420.0,4.587,1329,57,12
264.54,13740.0,4.061,1089,57,12
350.33,22595.0,4.204,1287,43,22
300.09,21610.0,4.276,1322,43,22
327.25,22595.0,4.204,1287,43,22
291.36,21240.0,4.49,1313,46,17
417.31,16070.0,4.209,1165,50,19
248.46,23950.0,4.505,1535,49,15
332.54,12905.0,3.953,1034,38,16
310.49,19645.0,4.184,1259,48,22
322.2,25753.37,4.479,1350,47,19
312.94,14350.0,3.999,1160,44,7
534.06,25999.99,4.278,1432,51,26
334.13,20770.0,4.202,1279,51,13
336.05,28451.91,4.471,1450,41,20
274.34,14835.0,4.295,1175,65,26
308.76,16550.0,4.382,1100,33,14
283.49,21600.0,4.329,1205,33,14
487.22,24190.0,4.22,1185,34,16
256.64,13450.65,4.12,1225,36,11
187.57,13497.04,3.953,1131,34,14
255.35,19170.0,4.249,1215,32,13
372.16,27306.4,5.997,2052,56,19
297.54,16240.0,4.021,1163,34,14
496.03,18409.0,4.18,1230,33,14
449.99,15145.0,3.85,1089,32,13
628.27,20540.0,4.359,1205,32,6
317.19,21065.0,4.419,1428,62,36
306.13,21210.0,4.587,1329,44,26
336.16,39000.0,4.385,2120,44,26
389.1,16330.0,4.061,1095,33,15
786.72,16265.0,4.035,1040,26,8
584.14,20192.24,4.275,1182,25,6
381.93,40179.0,7.308,2235,48,27
316.13,11497.36,4.195,1045,55,32
226.31,19580.0,4.156,1200,75,54
357.76,38661.6,4.803,1855,61,41
543.5,13910.0,3.962,1035,56,35
363.52,21470.0,4.569,1335,74,54
478.97,21710.0,4.168,1290,84,50
308.92,17370.0,3.999,1180,55,34
294.17,17630.0,4.454,1220,84,59
334.8,16880.0,4.035,1095,60,42
217.79,11467.31,3.88,1028,84,59
253.86,11295.0,4.235,1040,84,61
235.4,23750.0,4.276,1318,81,60
178.07,68000.0,5.038,1905,83,60
416.39,131645.69,4.521,1980,82,64
342.88,20265.53,4.655,1695,84,66
194.35,17020.0,4.26,1182,83,55
266.1,12765.0,4.027,1090,84,60
355.98,16695.0,4.209,1175,83,39
626.0,64836.61,4.868,1825,83,64
210.23,18770.0,4.202,1243,50,27
267.71,15695.0,4.035,1045,83,61
339.21,20886.71,4.91,1792,83,65
309.51,25693.27,4.38,1480,83,65
374.47,23878.21,4.835,1906,84,60
323.32,17651.73,4.149,1171,84,58
353.89,16830.0,4.202,1176,83,60
350.43,20520.0,4.749,1755,44,15
241.9,16385.0,4.137,1294,84,59
266.6,26260.0,4.576,1350,82,26
349.51,16761.0,4.137,1281,77,58
259.0,9772.46,4.074,1081,84,48
123.99,20170.0,4.211,1244,81,52
228.21,15785.0,3.85,1089,82,62
424.76,33020.0,4.496,1891,81,61
259.99,15220.0,4.129,1140,81,56
208.02,16385.0,4.137,1294,83,61
239.81,18750.0,4.18,1355,80,57
251.46,18750.0,4.18,1355,80,57
243.04,17297.13,4.554,1268,80,28
500.24,21699.99,4.122,1170,83,60
300.88,17024.0,4.188,1141,82,57
289.84,20690.0,4.282,1320,79,55
367.95,28800.0,4.2,1410,81,60
483.91,20505.0,4.38,1410,83,60
200.76,23508.0,4.885,1800,83,60
250.54,16380.0,4.157,1190,80,60
247.83,18943.0,4.276,1300,80,61
323.04,26400.0,4.273,1360,81,61
1585.01,22466.05,3.883,1245,81,40
244.41,28150.0,4.763,1635,82,61
516.89,25314.68,5.474,1800,79,49
183.66,21440.0,4.554,1268,83,56
263.17,16990.0,4.44,1380,82,60
226.43,18070.0,4.597,1427,80,61
366.11,26175.86,4.805,1887,80,62
285.76,11533.42,3.745,1034,81,48
393.36,24850.0,4.59,1530,81,52
355.42,22960.0,4.559,1265,80,61
270.31,23495.01,4.38,1360,81,60
324.25,17303.14,4.65,1695,45,26
406.37,41830.44,4.355,2115,64,39
225.09,12070.0,3.897,1025,64,39
279.5,31500.0,4.52,1430,43,25
261.9,19680.0,4.149,1210,84,53
289.0,19100.0,4.249,1195,74,55
255.5,24070.0,4.38,1430,80,61
281.49,12507.06,4.14,1105,53,32
309.4,17780.0,4.157,1205,81,61
538.95,43837.0,4.818,1495,79,61
375.63,34711.56,4.72,1580,82,63
706.1,47600.0,4.902,1719,80,53
276.4,19245.0,4.498,1215,81,60
302.03,14625.0,4.163,1159,79,45
240.69,14274.04,4.02,1185,80,59
225.74,20690.0,4.731,1289,80,54
179.33,20500.0,4.212,1159,80,55
238.23,9495.99,4.074,1071,53,33
330.89,18440.0,4.276,1293,79,60
269.47,17880.0,4.035,1095,79,54
286.45,19975.2,5.899,1497,80,56
316.34,24761.7,4.355,1560,80,56
171.84,19715.0,3.959,1260,80,56
255.49,23147.14,4.47,1414,82,47
245.93,11978.17,4.11,1130,81,62
340.11,22700.0,4.2,1105,79,60
208.13,12035.27,4.43,1017,80,61
346.94,26100.0,5.29,1687,81,61
209.35,37598.0,5.819,2273,75,55
316.39,21385.0,4.522,1512,78,45
373.11,28300.0,4.676,1633,83,59
197.31,21290.0,4.037,1405,78,60
311.85,18340.0,4.436,1205,78,53
369.57,21968.2,4.475,1520,78,54
232.44,21538.46,4.38,1407,79,55
246.87,19750.0,4.137,1305,80,57
224.29,11200.0,3.929,1055,84,54
335.52,20300.0,4.344,1362,78,56
391.93,21900.0,3.982,1205,52,28
112.49,15410.0,3.962,1035,78,56
285.19,17880.0,4.035,1095,79,60
217.09,14750.0,4.137,1163,79,59
211.82,14086.36,4.11,1155,79,47
269.59,12500.0,4.295,1170,82,31
248.88,12500.0,4.295,1170,82,31
275.78,18710.0,4.253,1320,78,52
334.91,21505.0,4.204,1184,79,58
351.84,28210.0,4.427,1553,49,31
267.55,11249.32,4.07,1024,49,31
441.57,14760.96,3.815,1145,78,49
317.85,19820.0,4.209,1175,78,49
336.61,23130.0,4.182,1210,77,58
860.94,34150.0,4.443,1597,79,57
267.05,21505.0,4.204,1184,79,57
299.03,25270.0,4.545,1556,54,35
299.38,15050.0,3.897,1135,46,26
243.92,12390.0,3.99,1079,77,56
227.47,19260.0,3.822,1088,76,56
353.8,20310.0,4.419,1307,46,25
232.11,14570.0,3.897,1065,38,16
356.88,17880.11,4.671,1325,77,46
246.72,20414.0,4.105,1279,77,27
514.52,12620.0,3.817,1065,76,57
291.72,23100.0,5.099,1865,77,47
543.08,16750.0,4.315,1205,79,55
344.4,30550.0,4.459,1565,77,59
347.45,48988.96,4.85,1645,77,59
226.21,16167.23,4.51,1225,77,49
206.94,16395.0,4.342,1352,77,50
262.96,21538.46,4.38,1407,79,57
249.42,12230.6,4.11,1155,78,50
244.5,17460.0,4.108,1280,77,58
136.02,14935.15,4.462,1155,77,56
557.69,22200.0,4.33,1418,79,47
252.75,13825.0,3.99,1079,76,49
353.56,22810.0,4.782,1678,78,35
247.92,20836.0,4.276,1300,76,58
313.37,12110.0,3.85,1005,75,43
465.14,16186.74,4.255,1389,77,57
296.89,20355.0,3.97,1082,76,58
290.7,17460.0,4.108,1280,82,59
331.59,14555.0,4.018,1069,82,61
280.16,26100.0,5.29,1687,76,48
676.14,43952.78,4.624,1430,76,27
282.76,20650.0,3.776,1070,78,49
352.0,16330.22,4.76,1700,78,49
246.88,16828.34,4.129,1130,79,55
340.05,16800.0,4.025,1295,76,58
509.29,55530.0,5.086,2295,76,57
308.82,13421.0,3.953,1057,76,56
255.01,17205.0,4.188,1200,75,50
268.61,21515.0,4.522,1559,76,58
980.4,27285.95,4.61,1915,75,32
328.57,12900.6,4.74,1425,75,56
254.27,18010.0,4.174,1216,49,28
210.38,16470.0,4.236,1145,75,57
214.42,13162.17,4.108,1185,75,56
341.15,16060.0,4.342,1242,75,47
358.93,13913.43,4.174,1194,45,21
366.73,14520.0,3.916,1066,69,49
234.86,15475.0,3.635,1065,76,52
342.99,18090.0,4.342,1357,75,57
250.44,9495.99,4.074,1071,77,51
281.56,17070.0,4.507,1270,42,12
254.38,22477.85,4.43,1160,56,38
241.56,16250.0,4.174,1096,56,38
229.81,17480.0,4.174,1122,75,57
95.0,18070.0,4.249,1185,78,36
338.0,16380.0,4.03,1144,75,54
312.21,14937.0,4.49,1445,75,57
274.45,20860.0,4.333,1344,75,54
692.99,21925.28,6.0,2120,74,51
279.34,24080.0,4.731,1415,74,55
267.75,23239.54,4.317,1428,78,53
205.21,16775.31,4.213,1337,78,53
241.18,37380.0,4.795,1520,75,56
207.91,40000.0,4.672,1555,75,56
192.65,14111.76,4.61,1580,75,56
324.25,23860.18,4.355,1440,77,57
217.4,16470.0,4.168,1235,75,54
266.18,24550.0,4.329,1280,76,27
287.67,17750.0,3.885,1025,74,35
338.86,19910.0,4.295,1205,74,48
261.41,14510.0,3.85,1089,79,51
282.94,18130.0,4.129,1145,74,45
263.07,20217.34,4.213,1388,74,45
210.99,17630.0,4.137,1267,73,35
354.59,13383.0,4.011,1060,73,47
285.41,14896.95,4.11,1120,78,33
255.01,28182.67,4.338,1474,75,47
380.79,14873.3,3.953,1165,77,52
334.41,39029.73,4.818,1540,74,53
247.63,23818.78,5.388,1835,74,54
405.79,26175.86,5.135,1841,74,49
214.56,13924.0,4.108,1155,76,37
133.81,17490.65,4.845,1995,77,57
293.01,17930.0,4.454,1140,74,54
233.61,12230.6,4.11,1155,75,51
230.47,33050.0,4.848,1430,36,17
344.64,24000.0,4.48,1379,72,47
260.72,17805.0,4.188,1141,73,52
228.79,19005.0,4.276,1290,75,52
146.37,23850.0,4.782,1773,74,56
267.92,21556.0,4.276,1300,73,55
265.71,17800.0,3.792,1185,75,37
381.58,31220.0,4.79,1670,73,54
285.36,22600.0,4.264,1420,73,45
428.73,14600.01,4.419,1055,73,45
238.25,13910.0,3.962,1035,75,57
383.36,32000.0,4.665,1432,74,50
271.77,17820.0,4.273,1200,76,51
125.04,14365.22,4.045,1127,74,56
360.2,17162.21,4.28,1171,73,47
343.34,26838.0,4.955,1830,73,55
326.04,18340.0,4.202,1243,80,60
327.83,24235.01,4.384,1374,71,41
359.59,20540.0,4.359,1205,72,39
353.31,28830.0,4.731,1449,73,44
314.6,18040.0,4.26,1367,73,50
471.04,24754.4,4.889,1800,61,31
337.17,26565.6,6.673,1700,43,24
428.41,24180.0,5.651,1937,43,24
417.31,34080.8,4.889,1875,73,34
204.81,21620.0,4.329,1205,74,55
641.12,22960.0,4.359,1205,74,53
260.31,21230.0,4.6,1485,72,54
276.02,22100.0,4.081,1251,73,53
384.58,19226.38,4.736,1405,72,54
315.09,38777.0,4.647,1510,73,51
242.25,19395.01,4.282,1320,73,34
429.94,18430.0,4.11,1160,74,18
434.51,16385.0,4.342,1264,34,6
220.14,16405.11,4.167,1165,73,53
87.93,39545.0,4.355,1686,73,53
228.0,14788.0,4.184,1175,73,45
281.64,23300.0,4.206,1395,76,52
369.13,24347.0,5.585,1937,72,54
281.65,15905.98,4.58,1280,74,52
327.37,18943.0,4.276,1300,72,53
273.81,17035.0,4.472,1294,72,52
485.5,23290.0,4.347,1382,74,50
319.9,27144.0,4.782,1821,71,35
493.21,20400.0,4.532,1260,72,54
248.91,11750.0,4.024,1114,72,53
275.32,18340.0,4.202,1243,72,53
262.34,14123.78,4.174,1189,72,46
380.94,17920.0,4.035,1095,72,53
250.91,14033.63,4.187,1165,71,49
278.27,22580.0,4.282,1320,71,53
257.69,15350.0,4.03,1186,71,32
330.13,18870.0,4.137,1219,72,34
323.58,21642.45,4.49,1520,73,34
268.53,17747.89,4.63,1242,73,34
470.08,13174.19,4.167,1078,71,27
347.87,34858.0,4.72,1525,76,55
697.61,17608.77,4.052,1170,69,48
307.4,16900.0,4.315,1205,71,53
266.85,23349.32,4.152,1255,70,41
416.25,22790.0,4.278,1429,71,53
289.11,16830.0,4.202,1176,76,57
377.74,24658.97,4.234,1270,70,46
261.6,13763.18,4.167,1078,73,54
287.93,22436.0,4.276,1313,71,51
280.82,14793.43,4.167,1106,72,53
286.4,19185.0,4.209,1195,72,51
282.88,12873.68,4.108,1185,71,52
284.47,23070.01,4.122,1205,72,52
351.43,13252.32,4.4,1135,73,32
429.36,16590.0,3.965,1040,72,53
532.91,35750.0,4.72,2000,72,53
234.53,15100.0,4.062,1059,71,52
330.7,17495.0,4.28,1320,73,35
305.72,21470.0,4.569,1335,73,35
326.19,11750.0,4.024,1114,71,51
269.17,20910.0,4.522,1508,71,51
275.14,12770.0,4.473,1205,72,53
305.23,19520.0,4.355,1250,72,53
354.06,20500.0,4.035,1125,71,43
453.57,22605.0,4.199,1239,71,49
251.73,16240.0,4.021,1163,42,12
223.56,14145.78,4.14,1125,42,12
225.53,30900.0,4.586,1390,70,50
463.25,10925.0,4.02,1090,70,48
388.07,22250.0,4.315,1365,70,40
257.34,14090.0,3.995,1035,71,53
224.97,17901.0,4.137,1295,71,51
340.89,32226.27,4.315,1840,71,50
113.3,19290.0,4.149,1057,70,52
235.87,13480.7,4.1,1083,70,50
346.05,16450.0,3.698,1060,34,16
245.42,22540.0,4.149,1151,72,49
236.56,14752.29,3.953,1131,71,52
202.67,17740.0,4.26,1182,73,45
309.82,28800.0,4.844,1517,70,46
152.06,27625.0,4.273,1360,71,52
357.44,19458.2,4.44,1415,70,47
482.18,18252.32,4.315,1205,72,45
472.69,17725.0,3.969,1026,70,38
458.68,18018.34,4.724,1436,70,42
193.96,26787.61,4.378,1263,70,44
329.53,25400.0,4.676,1437,70,52
279.84,17460.0,4.108,1280,70,42
211.64,18180.0,4.137,1311,70,52
890.22,35750.0,4.407,1574,70,49
316.57,24500.0,4.596,1450,71,45
304.12,20655.0,4.282,1389,70,47
356.53,28210.0,4.427,1553,70,47
282.64,20783.53,4.569,1570,70,51
229.85,17900.0,4.137,1219,70,52
970.45,47034.01,4.486,1723,70,52
254.67,16385.0,4.342,1264,70,51
314.03,25294.24,4.355,2060,70,50
321.5,18720.0,4.48,1299,70,51
306.3,20057.0,4.749,1905,71,52
429.37,14480.0,4.315,1221,70,51
292.26,15235.0,4.159,1305,70,50
247.59,22300.0,4.36,1465,70,33
426.35,15240.0,4.03,1189,70,52
364.34,12880.0,4.089,1090,71,44
297.19,13421.0,3.953,1057,70,50
258.97,18450.0,4.197,1175,70,50
279.59,17868.0,4.264,1555,69,50
429.13,27429.99,4.38,1398,69,50
213.62,23880.0,4.152,1260,69,42
195.9,20640.08,4.34,1245,69,51
424.76,23199.99,4.355,1285,35,16
390.84,17880.0,4.24,1139,71,52
279.65,11530.01,4.057,1033,70,51
250.06,22260.0,4.02,1232,70,51
603.76,23550.0,4.263,1260,69,44
115.58,22600.0,4.344,1385,74,54
238.56,12380.0,4.163,1038,70,50
394.36,18090.0,4.342,1357,69,51
151.65,25380.0,4.805,1661,41,19
587.02,19720.0,4.315,1249,43,20
253.0,18090.0,4.342,1357,69,51
292.35,22086.4,4.89,1501,71,52
358.37,12820.68,3.815,1125,34,14
320.46,16209.0,4.108,1280,69,46
280.17,19020.0,4.168,1290,68,50
356.34,26800.0,4.676,1580,69,51
391.86,29220.0,4.555,1355,71,52
223.29,20830.0,4.6,1405,69,37
211.52,16380.0,4.49,1505,68,50
136.24,10330.0,4.069,1085,68,48
245.12,21290.0,4.249,1325,69,51
330.12,34700.0,4.526,1445,71,51
414.64,21270.0,4.295,1215,70,48
360.18,25920.0,5.099,1975,70,52
252.74,16265.0,4.035,1040,71,52
299.53,17490.0,4.42,1245,69,50
308.68,24470.0,4.782,1745,69,31
305.24,12861.66,4.1,1040,69,29
414.18,19790.0,4.202,1243,69,29
322.19,18018.34,4.724,1436,69,50
187.34,23375.0,4.379,1316,69,51
271.02,24080.0,4.731,1427,63,37
282.14,15840.0,4.035,1060,63,37
208.39,22850.0,4.276,1290,67,48
319.89,18450.0,4.046,1300,69,49
267.41,26740.0,4.214,1255,69,46
305.8,21889.99,4.165,1233,71,45
202.1,14380.0,3.986,1005,69,50
113.96,22590.0,4.333,1344,69,46
540.69,15899.05,4.078,1289,68,50
400.0,20120.0,4.03,1189,69,49
238.62,14450.0,3.715,1030,37,10
295.48,15758.54,4.265,1205,69,40
270.12,15662.0,4.4,1220,74,52
236.66,20950.0,4.276,1290,68,50
253.81,17120.0,4.052,1125,37,18
297.98,29736.45,4.999,1736,37,18
206.1,18700.0,4.297,1577,71,49
281.52,18061.86,4.44,1545,68,50
409.83,24150.0,4.259,1430,68,50
324.25,12170.5,3.88,1070,68,50
356.39,22810.0,4.782,1678,68,29
588.67,24900.0,4.262,1300,70,29
704.51,30432.6,5.223,1840,70,52
287.1,40720.0,4.573,1720,69,32
271.27,19058.09,4.02,1196,68,49
281.53,16329.5,4.149,1207,68,50
312.12,12905.0,3.953,1034,68,47
268.4,21470.0,4.344,1420,38,19
229.85,16743.0,3.999,1180,68,44
258.08,21100.0,4.38,1410,72,43
361.19,25753.37,4.479,1350,68,49
262.94,25440.0,4.778,1416,67,48
220.27,15109.44,4.63,1413,67,48
257.82,21950.01,4.159,1165,67,48
486.5,27036.23,3.883,1270,68,40
262.61,16750.0,4.503,1205,68,50
235.29,15700.0,3.996,1055,67,49
221.6,19090.0,4.342,1406,68,39
235.01,14890.0,4.108,1185,68,47
372.85,13326.0,3.953,1057,30,9
580.01,20334.68,4.255,1210,69,38
351.33,20185.0,4.209,1275,68,50
273.4,13341.51,3.642,1160,68,44
297.32,15150.0,3.953,1142,69,35
263.5,18585.0,4.167,1216,68,36
272.9,18240.0,4.213,1430,69,49
428.5,17534.99,3.97,1057,68,39
321.63,21972.95,5.64,1835,70,36
241.91,13390.0,4.035,1010,70,36
412.11,22900.0,4.33,1418,68,48
409.99,16209.0,4.108,1280,42,13
599.73,43750.0,4.849,1430,68,48
218.91,13900.0,4.013,1081,68,41
272.43,12561.15,4.174,1077,67,49
274.02,11978.17,4.11,1130,67,49
248.87,21377.0,4.315,1315,67,39
303.47,11890.0,4.31,1047,66,47
281.73,12080.0,3.741,1040,66,48
308.41,27141.75,4.355,2040,68,49
334.28,24720.0,4.467,1553,68,48
390.51,27800.0,4.778,1496,36,17
342.17,19140.0,4.53,1161,36,17
150.47,28200.0,5.22,2038,68,47
407.14,18445.0,4.44,1400,68,49
209.31,21160.0,4.731,1498,68,49
283.01,21450.0,4.17,1290,68,46
419.71,27698.88,4.191,1310,68,46
252.89,12561.15,4.174,1077,66,48
285.34,24445.0,4.52,1370,74,54
237.06,15385.91,4.174,1201,68,41
236.62,29524.18,4.254,1680,68,41
320.85,12873.68,4.108,1185,66,46
285.52,21036.0,4.276,1300,71,51
302.59,14778.89,4.61,1597,68,49
306.17,20050.01,4.372,1344,67,25
378.41,28080.0,4.573,1534,46,23
326.89,18340.0,4.202,1243,34,16
291.01,16950.01,4.061,1170,67,44
214.58,20915.0,4.488,1406,67,44
462.96,38000.0,4.53,1582,67,49
235.7,24410.0,4.089,1370,67,38
269.63,19111.84,4.38,1397,68,49
271.62,15300.0,3.699,1060,66,46
318.45,16830.0,4.202,1176,67,42
378.5,25172.0,4.899,1799,68,49
388.0,17380.0,4.213,1251,67,46
281.15,13980.0,3.87,1085,64,34
240.88,13870.0,3.822,1070,67,48
905.35,28589.67,4.256,1375,29,9
267.18,14207.93,4.239,1020,67,49
372.42,16140.0,4.11,1290,67,34
377.9,19100.0,4.297,1388,67,48
277.64,19790.0,4.202,1243,67,48
257.64,11455.0,4.207,1105,67,44
270.54,31281.87,4.419,1350,67,38
153.6,12561.15,4.174,1077,67,44
375.47,10415.54,3.817,1015,67,49
441.55,22467.0,4.569,1570,66,47
317.4,15836.67,4.616,1618,67,37
380.27,38000.0,4.565,1745,67,48
532.55,23420.0,4.278,1445,67,48
371.04,16209.0,4.108,1280,66,48
389.34,23049.68,4.255,1205,67,36
264.05,16950.0,4.197,1179,69,51
445.29,29327.64,4.329,1395,66,48
369.12,24160.0,4.214,1295,66,48
369.35,18914.33,4.66,1600,71,53
221.94,23130.46,4.275,1214,67,47
249.88,11625.0,3.953,1034,67,43
289.57,27800.0,3.805,1350,66,36
294.86,23700.0,4.263,1365,66,47
296.12,12236.61,4.12,1040,66,46
383.37,25450.0,5.23,1744,66,47
377.2,19600.0,4.297,1388,66,47
221.42,16970.0,4.129,1085,67,45
234.74,21698.16,4.406,1463,68,46
558.61,19800.0,4.122,1170,66,43
365.86,22980.0,4.731,1415,67,47
300.67,29096.87,4.782,1710,67,48
210.35,20265.0,4.342,1371,67,47
305.61,25260.0,4.576,1350,66,48
274.75,30900.0,4.488,1320,66,48
250.15,25260.0,4.576,1350,66,48
248.83,20692.68,4.28,1405,66,26
304.67,19350.0,4.337,1310,67,47
247.22,27850.0,4.765,1435,67,48
401.79,26660.01,4.363,1359,35,15
360.31,23100.0,4.295,1275,35,15
383.79,26760.0,5.954,1834,66,48
357.47,19980.0,4.44,1415,66,48
305.17,25816.27,4.62,1754,69,48
256.74,19230.0,4.315,1205,66,48
290.86,17971.0,4.322,1115,66,48
278.77,15201.0,4.137,1281,66,32
376.64,56074.37,4.807,2058,67,49
121.82,30635.0,5.182,1887,66,48
328.02,19200.0,4.063,1150,66,47
655.56,29389.51,4.313,1180,66,47
295.72,14270.08,4.14,1170,67,31
804.81,23650.0,4.379,1328,34,16
336.76,14450.0,4.027,1175,68,48
423.78,21390.4,4.66,1630,66,47
205.04,30825.91,4.49,1370,66,47
396.08,22230.0,4.522,1512,66,34
318.98,14835.0,3.999,1105,66,46
329.33,17860.0,4.295,1215,66,43
249.91,39705.11,4.596,1575,66,46
417.64,28816.9,4.49,1350,66,47
429.83,19650.0,4.315,1297,58,40
364.91,17569.55,4.615,1650,66,44
325.01,22890.0,4.522,1545,66,40
215.9,25084.99,4.384,1374,66,40
234.77,20820.0,4.202,1244,66,40
290.25,19075.0,4.184,1259,67,46
404.96,26260.0,4.554,1393,66,46
414.76,14800.0,4.498,1130,66,33
338.82,21290.0,4.249,1325,37,19
221.18,18229.0,4.369,1250,66,47
243.01,20670.0,4.249,1305,71,47
291.44,15028.0,4.159,1320,66,46
443.45,42136.23,4.089,1315,67,47
600.85,99730.0,5.055,2405,67,47
338.39,13250.0,3.822,1025,67,49
338.51,21000.0,5.075,1770,66,47
235.4,18590.0,4.395,1199,66,48
452.68,39559.99,4.48,1534,65,35
434.29,22510.0,4.276,1334,37,18
368.85,17020.0,4.26,1182,67,37
418.45,13785.0,3.666,1065,66,47
275.98,26875.1,4.271,1504,67,49
240.92,13200.0,4.515,1180,67,44
517.81,15050.0,3.897,1135,64,35
354.77,14206.0,3.953,1165,64,46
458.68,23368.2,4.748,1745,66,48
600.42,30430.0,4.286,1410,66,46
363.07,19935.0,4.204,1173,67,46
333.67,11935.0,3.953,1034,66,45
417.43,28835.28,5.223,1795,66,46
451.78,17740.0,4.26,1182,66,28
407.63,16245.0,4.052,1125,66,47
248.29,22133.0,4.276,1300,66,48
465.66,27485.0,4.35,1687,67,31
322.9,42623.11,4.818,1650,39,20
293.35,16190.0,4.555,1397,65,47
319.6,27512.1,4.656,1653,65,47
500.3,22150.01,4.159,1275,65,47
396.84,16045.0,4.2,1290,65,45
333.97,17110.0,4.555,1401,64,45
255.49,16190.0,4.555,1397,65,46
293.5,11726.0,3.953,1038,65,34
449.61,13725.0,4.515,1180,66,35
377.69,27000.0,4.71,2043,65,27
158.29,11882.01,3.835,1025,65,47
232.05,15220.0,3.999,1075,36,16
341.84,16060.0,4.342,1242,67,48
307.49,26758.0,4.697,1875,64,46
337.33,32193.17,4.454,1690,64,46
300.98,27054.68,6.553,1736,66,47
366.09,16660.0,3.931,1045,65,46
479.88,16590.0,3.965,1040,34,15
430.85,39923.11,4.818,1510,66,48
284.24,19790.0,4.202,1243,64,45
305.54,12830.0,3.916,1035,69,33
457.34,23239.54,4.317,1428,64,45
611.74,26399.9,4.271,1355,64,45
344.41,29950.0,4.547,1405,64,46
374.29,19250.0,4.315,1250,65,47
330.47,25000.0,4.357,1453,65,47
348.37,25000.0,4.357,1453,65,47
371.99,18292.0,5.012,1665,65,47
406.12,18000.0,4.209,1165,65,47
244.98,16894.45,4.56,1413,65,47
297.68,20910.0,4.522,1508,66,48
542.67,33634.2,6.94,2104,66,45
263.92,15450.0,4.137,1267,65,34
251.53,20640.0,4.165,1233,65,44
303.48,18200.0,4.209,1155,65,37
257.57,24420.0,4.391,1498,64,46
465.55,21300.01,4.122,1205,65,47
185.79,28766.0,4.782,1821,66,36
807.91,29440.0,4.908,1626,66,47
346.2,27050.0,4.611,1428,65,47
1145.04,30175.0,4.83,1538,65,47
316.33,21130.0,4.522,1563,65,46
